ID,GamePSID,name,Publisher,ReleaseYear,ReleaseDate,Developer,Genre,Features,Size,Medium,Hardware,CompletionTime(Hours),is_Digital_game,is_Physical_game,OfficialWebsite
2971,12252,Poker Pretty Girls Battle: Fantasy World Edition (PS4),eastasiasoft,2021.0,2021-05-06,"Zoo Corporation, eastasiasoft",Card & Board,,NA,Digital only,,0-1,0,0,http://www.eastasiasoft.com/games/Poker-Pretty-Girls-Battle-Fantasy-World-Edition
2972,13341,Poker Pretty Girls Battle: Texas Hold'em (EU) (PS4),eastasiasoft,2021.0,2021-09-16,"Zoo Corporation, eastasiasoft",Card & Board,Cross-Buy,NA,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Poker-Pretty-Girls-Battle-Texas-Holdem
2973,13343,Poker Pretty Girls Battle: Texas Hold'em (HK/TW) (PS4),eastasiasoft,2021.0,2021-09-16,"Zoo Corporation, eastasiasoft",Card & Board,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Poker-Pretty-Girls-Battle-Texas-Holdem
2974,13342,Poker Pretty Girls Battle: Texas Hold'em (JP) (PS4),eastasiasoft,2021.0,2021-09-16,"Zoo Corporation, eastasiasoft",Card & Board,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Poker-Pretty-Girls-Battle-Texas-Holdem
2975,13340,Poker Pretty Girls Battle: Texas Hold'em (PS4),eastasiasoft,2021.0,2021-09-16,"Zoo Corporation, eastasiasoft",Card & Board,Cross-Buy,NA,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Poker-Pretty-Girls-Battle-Texas-Holdem
2976,5535,Polarity: Ultimate Edition,Bluebutton Games,2017.0,2017-05-30,Bluebutton Games,Puzzle,,1536.0,Digital only,,nan,0,0,http://www.bluebuttongames.com/
2977,9379,Police Chase,Toplitz Productions,2019.0,2019-11-08,Caipirinha Games,"Automobile, Open World",,2560.0,Digital only,,nan,0,0,
2978,10683,Police Stories,HypeTrain Digital,2020.0,2020-09-01,Mighty Morgan,"Puzzle, Simulation",,356.0,Digital only,,nan,0,0,https://hypetraindigital.com/police-stories/
2979,2793,Poltergeist: A Pixelated Horror,Sony Computer Entertainment,2014.0,2014-10-28,Glitchy Pixel,Puzzle,,249.0,,,4-5,0,0,http://poltergeist.glitchypixel.com.co/
2980,13149,Poly Party,Dhood Productions,2021.0,2021-08-31,Daniel Hood,"Automobile, Arcade Racing",,NA,Digital only,,nan,0,0,
2981,5452,Polybius,Llamasoft,2017.0,2017-05-09,Llamasoft,Action,,172.0,Physical and Digital,"PlayStation VR Compatible, PlayStation Camera Compatible, PS4 Pro",nan,0,0,http://www.minotaurproject.co.uk/Virtual/Polybius.php
2982,3717,Poncho,Rising Star Games,2015.0,2015-11-03,Delve Interactive,Platformer,PS Now,228.0,Digital only,,nan,0,0,https://www.delveinteractive.com/poncho
2983,10138,PONG Quest,Atari,2020.0,2020-05-29,Chequered Ink,"Role Playing, Dungeon Crawler",,282.0,Digital only,,nan,0,0,https://www.atari.com/games/pong-quest/
2984,10139,PONG Quest (EU),Atari,2020.0,2020-05-29,Chequered Ink,"Role Playing, Dungeon Crawler",,282.0,Digital only,,nan,0,0,https://www.atari.com/games/pong-quest/
2985,11321,Ponpu,Zordix,2020.0,2020-12-02,Purple Tree Studio,Action,,2027.52,Digital only,,nan,0,0,http://purpletreestudio.com/slideshow17.html
2986,12990,Ponpu (Asia),Hybrid Squad,2021.0,2021-08-05,Purple Tree Studio,Action,,NA,Digital only,,nan,0,0,
2987,11324,Ponpu (EU),Zordix,2020.0,2020-12-02,Purple Tree Studio,Action,,2027.52,Digital only,,nan,0,0,http://purpletreestudio.com/slideshow17.html
2988,10850,Pool,Sabec,2020.0,2020-09-24,Sabec,"Sports, Cue Sports",,693.0,Digital only,,nan,0,0,
2989,10851,Pool (EU),Sabec,2020.0,2020-09-24,Sabec,"Sports, Cue Sports",,693.0,Digital only,,nan,0,0,
2990,-3035,Pool Elite,,,,,,,NA,,,nan,0,0,http://poolelitegame.com/
2991,8720,Pool Nation,Cherry Pop Games,2019.0,2019-07-09,Cherry Pop Games,"Sports, Cue Sports",,2887.68,Digital only,,nan,0,0,http://www.cherrypopgames.com/games/pool-nation-p4
2992,8719,Pool Nation (EU),Cherry Pop Games,2019.0,2019-07-09,Cherry Pop Games,"Sports, Cue Sports",,2887.68,Digital only,,nan,0,0,http://www.cherrypopgames.com/games/pool-nation-p4
2993,10416,Pool Slide Story,Kairosoft,2020.0,2020-07-16,Kairosoft,"Simulation, Management",,143.0,Digital only,,nan,0,0,
2994,7330,Poop Slinger,Diggidy.net,2018.0,2018-08-07,Diggidy.net,First Person Shooter,,238.0,Physical and Digital,PS4 Pro,nan,0,0,http://diggidy.net/poop-slinger/
2995,6442,Pop-Up Pilgrims,Dakko Dakko,2018.0,2018-02-13,Dakko Dakko,Puzzle,,1515.52,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,http://dakkodakko.com/site/PUPmanual/
2996,6466,Pop-Up Pilgrims (EU),Dakko Dakko,2018.0,2018-02-13,Dakko Dakko,Puzzle,,1515.52,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,http://dakkodakko.com/site/PUPmanual/
2997,10855,Port Royale 4 (EU) (PS4),Kalypso Media,2020.0,2020-09-25,Gaming Minds,"Simulation, Strategy, Management",Cross-Buy,5939.2,Physical and Digital,PS4 Pro,nan,0,0,https://www.kalypsomedia.com/us/port-royale-4-standard-edition
2998,10856,Port Royale 4 (PS4),Kalypso Media,2020.0,2020-09-25,Gaming Minds,"Simulation, Strategy, Management",Cross-Buy,5939.2,Physical and Digital,PS4 Pro,nan,0,0,https://www.kalypsomedia.com/uk/port-royale-4-standard-edition
2999,5457,Portal Knights,505 Games,2017.0,2017-06-05,keen games,"Action-RPG, Role Playing, Sandbox",PS Plus,1914.88,Physical and Digital,,25-30,0,0,http://www.portalknights.com/
3000,5617,Portal Knights (JP),Spike Chunsoft,2017.0,2017-06-29,keen games,"Action-RPG, Role Playing, Sandbox",,1945.6,Physical and Digital,,nan,0,0,http://www.spike-chunsoft.co.jp/portalknights/
3001,6419,Portal of Evil: Stolen Runes,8Floor,2018.0,2018-01-16,8Floor,"Adventure, Point & Click",,1904.64,Digital only,,nan,0,0,
3002,6434,Portal of Evil: Stolen Runes (EU),4HIT,2018.0,2018-01-16,8Floor,"Adventure, Point & Click",,1904.64,Digital only,,nan,0,0,
3003,-2938,Positron,,,,,,,NA,,,nan,0,0,http://positrongame.com/
3004,8922,Post War Dreams,KISS,2019.0,2019-09-03,Pulsetense Games,"Third Person Shooter, Platformer",,5908.48,Digital only,,nan,0,0,
3005,11872,POSTAL Redux,MD Games,2021.0,2021-03-05,Running With Scissors,Shoot 'em up,,1198.08,Digital only,,nan,0,0,https://runningwithscissors.com/games/postal-redux/
3006,10187,Potata,Sometimes You,2020.0,2020-05-13,Potata Company,"Puzzle, Platformer",,2406.4,Digital only,,nan,0,0,
3007,10186,Potata (EU),Sometimes You,2020.0,2020-05-13,Potata Company,"Puzzle, Platformer",,2406.4,Digital only,,nan,0,0,
3008,11956,Potion Party,FusionPlay,2021.0,2021-04-08,RP Games,"Simulation, Management",,127.0,Digital only,,nan,0,0,https://www.fusion-play.com/potion/
3009,11955,Potion Party (EU),FusionPlay,2021.0,2021-04-08,RP Games,"Simulation, Management",,127.0,Digital only,,nan,0,0,https://www.fusion-play.com/potion/
3010,-4468,Potion Permit,,,,,,,NA,,,nan,0,0,https://pqube.co.uk/potion-permit/
3011,9866,Pottery VR,Infinite Dreams,2020.0,2020-06-12,Infinite Dreams,Simulation,,513.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,https://www.idreams.pl/en/our-products/show/product/21-Lets-Create-Pottery
3012,8284,Power Rangers: Battle for the Grid,nWay,2019.0,2019-04-02,nWay,Fighting,"Cross-Play, PS Now",612.0,Physical and Digital,,nan,0,0,https://battleforthegrid.com/
3013,5489,Pox Nora,Desert Owl Games,2017.0,2017-05-23,Desert Owl Games,"Collectable Card Game, Card & Board",Cross-Play,751.0,Digital only,,nan,0,0,https://www.poxnora.com/index.do
3014,10810,Praetorians - HD Remaster,Kalypso Media,2020.0,2020-09-18,Torus Games,"Strategy, Real Time",,1751.04,Physical and Digital,,nan,0,0,https://www.kalypsomedia.com/praetorians-hd-remaster
3015,10821,Praetorians - HD Remaster (Asia),H2 Interactive,2020.0,2020-09-21,Torus Games,"Strategy, Real Time",,1751.04,Physical and Digital,,nan,0,0,https://www.kalypsomedia.com/praetorians-hd-remaster
3016,10813,Praetorians - HD Remaster (EU),Kalypso Media,2020.0,2020-09-18,Torus Games,"Strategy, Real Time",,1761.28,Physical and Digital,,nan,0,0,https://www.kalypsomedia.com/praetorians-hd-remaster
3017,-1925,Praey for the Gods,,,,,,,NA,,,nan,0,0,http://www.preyforthegods.com/
3018,-3061,Prana,,,,,,,NA,,,nan,0,0,http://www.preyforthegods.com/
3019,6144,Prechara! Daifugo,Cellnavi Corporation,2017.0,2017-10-18,Cellnavi Corporation,Card & Board,,339.0,Digital only,,nan,0,0,http://www.cellnavi.co.jp/pc_daifugo/
3020,10088,Predator: Hunting Grounds,Sony Interactive Entertainment,2020.0,2020-04-24,Illfonic,"First Person Shooter, Third Person Shooter, Hack & Slash",PS Plus,11663.36,Physical and Digital,,nan,0,0,https://www.illfonic.com/games/
3021,10620,Prehistoric Dude,Ratalaika Games,2020.0,2020-08-11,lightUP,"Metroidvania, Platformer",,58.0,Digital only,,0-1,0,0,https://www.ratalaikagames.com/games/prehistoricdude.php
3022,10641,Prehistoric Dude (Asia),eastasiasoft,2020.0,2020-08-18,"Ratalaika Games, lightUP","Metroidvania, Platformer",,58.0,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Prehistoric-Dude
3023,10621,Prehistoric Dude (EU),Ratalaika Games,2020.0,2020-08-12,lightUP,"Metroidvania, Platformer",,58.0,Digital only,,0-1,0,0,https://www.ratalaikagames.com/games/prehistoricdude.php
3024,6542,Premium Pool Arena,Nacon,2018.0,2018-02-20,Iceflake Studios,"Sports, Cue Sports",,432.0,Digital only,,nan,0,0,http://iceflake.com/#pool
3025,5707,Pressure Overdrive,Chasing Carrots,2017.0,2017-07-25,Chasing Carrots,"Automobile, Vehicular Combat, Shoot 'em up",,1064.96,Physical and Digital,,nan,0,0,http://www.chasing-carrots.com/pressure-overdrive/
3026,6747,Preta: Vendetta Rising,Illion,2018.0,2018-03-29,Illion,Hack & Slash,,5160.96,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible, PS4 Pro",nan,0,0,http://illiongames.com/#preta
3027,12540,Pretty Girls Klondike Solitaire (EU) (PS4),eastasiasoft,2021.0,2021-06-17,"Zoo Corporation, eastasiasoft",Card & Board,Cross-Buy,NA,Digital only,,1-2,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Klondike-Solitaire
3028,12542,Pretty Girls Klondike Solitaire (HK/TW) (PS4),eastasiasoft,2021.0,2021-06-17,"Zoo Corporation, eastasiasoft",Card & Board,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Klondike-Solitaire
3029,12541,Pretty Girls Klondike Solitaire (JP) (PS4),eastasiasoft,2021.0,2021-06-17,"Zoo Corporation, eastasiasoft",Card & Board,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Klondike-Solitaire
3030,12539,Pretty Girls Klondike Solitaire (PS4),eastasiasoft,2021.0,2021-06-17,"Zoo Corporation, eastasiasoft",Card & Board,Cross-Buy,NA,Digital only,,1-2,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Klondike-Solitaire
3031,13649,Pretty Girls Mahjong Solitaire (EU) (PS4),eastasiasoft,2021.0,2021-10-07,"Zoo Corporation, eastasiasoft",Puzzle,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Mahjong-Solitaire
3032,13651,Pretty Girls Mahjong Solitaire (HK/TW) (PS4),eastasiasoft,2021.0,2021-10-07,"Zoo Corporation, eastasiasoft",Puzzle,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Mahjong-Solitaire
3033,13650,Pretty Girls Mahjong Solitaire (JP) (PS4),eastasiasoft,2021.0,2021-10-07,"Zoo Corporation, eastasiasoft",Puzzle,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Mahjong-Solitaire
3034,13648,Pretty Girls Mahjong Solitaire (PS4),eastasiasoft,2021.0,2021-10-07,"Zoo Corporation, eastasiasoft",Puzzle,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Mahjong-Solitaire
3035,13151,Pretty Girls Panic! (EU) (PS4),eastasiasoft,2021.0,2021-08-26,"Zoo Corporation, eastasiasoft",Action,Cross-Buy,NA,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Panic
3036,13153,Pretty Girls Panic! (HK/TW) (PS4),eastasiasoft,2021.0,2021-08-26,"Zoo Corporation, eastasiasoft",Action,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Panic
3037,13152,Pretty Girls Panic! (JP) (PS4),eastasiasoft,2021.0,2021-08-26,"Zoo Corporation, eastasiasoft",Action,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Panic
3038,13150,Pretty Girls Panic! (PS4),eastasiasoft,2021.0,2021-08-26,"Zoo Corporation, eastasiasoft",Action,Cross-Buy,NA,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Panic
3039,13886,Pretty Girls Panic! PLUS (EU) (PS4),eastasiasoft,2021.0,2021-11-04,"Zoo Corporation, eastasiasoft",Action,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Panic-PLUS
3040,13888,Pretty Girls Panic! PLUS (HK/TW) (PS4),eastasiasoft,2021.0,2021-11-04,"Zoo Corporation, eastasiasoft",Action,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Panic-PLUS
3041,13887,Pretty Girls Panic! PLUS (JP) (PS4),eastasiasoft,2021.0,2021-11-04,"Zoo Corporation, eastasiasoft",Action,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Panic-PLUS
3042,13885,Pretty Girls Panic! PLUS (PS4),eastasiasoft,2021.0,2021-11-04,"Zoo Corporation, eastasiasoft",Action,Cross-Buy,NA,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Pretty-Girls-Panic-PLUS
3043,14068,Preventive Strike,SimFabric,2021.0,2021-11-26,"TocanaDev, SimFabric",,,NA,Digital only,,nan,0,0,https://www.facebook.com/PreventiveStrike/
3044,5433,Prey,Bethesda Softworks,2017.0,2017-05-05,Arkane Studios,First Person Shooter,PS Now,39526.4,Physical and Digital,,40-50,0,0,https://prey.bethesda.net/
3045,7912,Prey: Typhon Hunter,Bethesda Softworks,2018.0,2018-12-11,Arkane Studios,First Person Shooter,,3891.2,Digital only,"PlayStation VR Compatible, PlayStation Camera Compatible, PlayStation Move Compatible",nan,0,0,https://prey.bethesda.net/dlc/
3046,4271,Primal,Sony Computer Entertainment,2016.0,2016-05-31,SCE Studios Cambridge,Action-Adventure,PS Now,2969.6,Digital only,,nan,0,0,
3047,3676,Primal Carnage: Extinction,Panic Button,2015.0,2015-10-20,Circle 5 Studios,Third Person Shooter,,6860.8,Digital only,,nan,0,0,http://primalcarnage.com/
3048,11906,Prince of Persia: The Sands of Time Remake,Ubisoft,,,"Ubisoft Pune, Ubisoft Mumbai",Action-Adventure,,NA,Physical and Digital,,nan,0,0,https://www.ubisoft.com/en-us/game/prince-of-persia/sands-of-time-remake
3049,11907,Prince of Persia: The Sands of Time Remake,Ubisoft,,,"Ubisoft Pune, Ubisoft Mumbai",Action-Adventure,,NA,Physical and Digital,,nan,0,0,https://www.ubisoft.com/en-us/game/prince-of-persia/sands-of-time-remake
3050,11908,Prince of Persia: The Sands of Time Remake,Ubisoft,,,"Ubisoft Pune, Ubisoft Mumbai",Action-Adventure,,NA,Physical and Digital,,nan,0,0,https://www.ubisoft.com/en-us/game/prince-of-persia/sands-of-time-remake
3051,-5041,Princess Farmer,,,,,,,NA,,,nan,0,0,https://whitethorndigital.com/princess-farmer
3052,13918,Princess.Loot.Pixel.Again,Big Way Games,2021.0,2021-10-27,Synthetic Domain,Platformer,,NA,Digital only,PS4 Pro,nan,0,0,
3053,13917,Princess.Loot.Pixel.Again (EU),Big Way Games,2021.0,2021-10-27,Synthetic Domain,,,NA,Digital only,PS4 Pro,nan,0,0,
3054,3054,Prismatic Solid,"Playism, Active Gaming Media",2015.0,2015-09-29,Yo1 Komori Games,Shoot 'em up,PS Now,177.0,Digital only,,nan,0,0,http://www.playism.jp/publishing/sub/prismaticsolid.html
3055,4267,Prison Architect,Double Eleven,2016.0,2016-06-28,Introversion Software,"Simulation, Management",,229.0,Physical and Digital,,nan,0,0,http://prisonarchitect.double11.com/
3056,7874,Prison Boss VR,Trebuchet Studio,2018.0,2018-12-04,Trebuchet Studio,Simulation,,1146.88,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,https://trebuchet.fun/
3057,9889,Pro Deer Hunting,PSR Outdoors,2020.0,2020-01-28,PSR Outdoors,"Hunting, First Person Shooter, Sports",,736.0,Digital only,,nan,0,0,http://www.psroutdoors.com/PSR_games_pro_deer_hunting.aspx
3058,9890,Pro Deer Hunting (EU),PSR Outdoors,2020.0,2020-02-04,PSR Outdoors,"Hunting, First Person Shooter, Sports",,736.0,Digital only,,nan,0,0,http://www.psroutdoors.com/PSR_games_pro_deer_hunting.aspx
3059,11820,Pro Deer Hunting 2,PSR Outdoors,2021.0,2021-03-04,PSR Outdoors,"Hunting, First Person Shooter, Sports",,1822.72,Digital only,PS4 Pro,nan,0,0,http://www.psroutdoors.com/PSR_games_pro_deer_hunting2.aspx
3060,11812,Pro Deer Hunting 2 (EU),PSR Outdoors,2021.0,2021-03-09,PSR Outdoors,"Hunting, First Person Shooter, Sports",,1822.72,Digital only,PS4 Pro,nan,0,0,http://www.psroutdoors.com/PSR_games_pro_deer_hunting2.aspx
3061,2824,Pro Evolution Soccer 2015,Konami Digital Entertainment,2014.0,2014-11-13,Konami Digital Entertainment,"Sports, Football",,NA,Physical and Digital,,nan,0,0,https://pes.konami.com/
3062,2839,Pro Evolution Soccer 2015 (Asia),Konami Digital Entertainment,2014.0,2014-11-13,"PES Productions, Konami Digital Entertainment","Sports, Football",,NA,Physical and Digital,,nan,0,0,
3063,2834,Pro Evolution Soccer 2015 (EU),Konami Digital Entertainment,2014.0,2014-11-13,Konami Digital Entertainment,"Sports, Football",,2560.0,Physical and Digital,,200+,0,0,
3064,3018,Pro Evolution Soccer 2015 (JP),Konami Digital Entertainment,2014.0,2014-11-13,"PES Productions, Konami Digital Entertainment","Sports, Football",,NA,Physical and Digital,,nan,0,0,
3065,3554,Pro Evolution Soccer 2016,Konami Digital Entertainment,2015.0,2015-09-15,Konami Digital Entertainment,"Sports, Football",,18944.0,Physical and Digital,,nan,0,0,https://pes.konami.com/pes2016/
3066,3563,Pro Evolution Soccer 2016 (EU),Konami Digital Entertainment,2015.0,2015-09-17,Konami Digital Entertainment,"Sports, Football",,19353.6,Physical and Digital,,nan,0,0,https://pes.konami.com/us/pes2016/
3067,3628,Pro Evolution Soccer 2016 (JP),Konami Digital Entertainment,2015.0,2015-10-01,Konami Digital Entertainment,"Sports, Football",,17715.2,Physical and Digital,,nan,0,0,
3068,4559,Pro Evolution Soccer 2017,Konami Digital Entertainment,2016.0,2016-09-13,Konami Digital Entertainment,"Sports, Football",,19968.0,Physical and Digital,,nan,0,0,https://www.konami.com/wepes/2017/
3069,4536,Pro Evolution Soccer 2017 (EU),Konami Digital Entertainment,2016.0,2016-09-15,Konami Digital Entertainment,"Sports, Football",,20684.8,Physical and Digital,,nan,0,0,https://www.konami.com/wepes/2017/
3070,4581,Pro Evolution Soccer 2017 (JP),Konami Digital Entertainment,2016.0,2016-09-15,Konami Digital Entertainment,"Sports, Football",,18841.6,Physical and Digital,,nan,0,0,https://www.konami.com/wepes/2017/
3071,5906,Pro Evolution Soccer 2018,Konami Digital Entertainment,2017.0,2017-09-12,Konami Digital Entertainment,"Sports, Football",,24678.4,Physical and Digital,,nan,0,0,https://www.konami.com/wepes/2018/
3072,5913,Pro Evolution Soccer 2018 (EU),Konami Digital Entertainment,2017.0,2017-09-14,Konami Digital Entertainment,"Sports, Football",,24883.2,Physical and Digital,,nan,0,0,https://www.konami.com/wepes/2018/
3073,5968,Pro Evolution Soccer 2018 (JP),Konami Digital Entertainment,2017.0,2017-09-14,Konami Digital Entertainment,"Sports, Football",,22528.0,Physical and Digital,,nan,0,0,https://www.konami.com/wepes/2018/jp/ja/
3074,7401,Pro Evolution Soccer 2019,Konami Digital Entertainment,2018.0,2018-08-28,Konami Digital Entertainment,"Sports, Football",,27873.28,Physical and Digital,,nan,0,0,https://www.konami.com/wepes/2019/us/en-us/
3075,7460,Pro Evolution Soccer 2019 (Asia),Konami Digital Entertainment,2018.0,2018-08-30,Konami Digital Entertainment,"Sports, Football",,25722.88,Physical and Digital,,nan,0,0,https://www.konami.com/wepes/2019/as/zh-tw/
3076,7461,Pro Evolution Soccer 2019 (EU),Konami Digital Entertainment,2018.0,2018-08-30,Konami Digital Entertainment,"Sports, Football",,28160.0,Physical and Digital,,nan,0,0,https://www.konami.com/wepes/2019/eu/en/
3077,7459,Pro Evolution Soccer 2019 (JP),Konami Digital Entertainment,2018.0,2018-08-30,Konami Digital Entertainment,"Sports, Football",,25016.32,Physical and Digital,,nan,0,0,https://www.konami.com/wepes/2019/jp/ja/
3078,7836,Pro Fishing Simulator,Nacon,2018.0,2018-11-29,Sanuk Games,"Fishing, Simulation, Sports",,7260.16,Digital only,,nan,0,0,https://www.bigben-interactive.co.uk/pro-fishing-simulator-is-now-available/
3079,8739,Pro Yakyuu Spirits 2019,Konami Digital Entertainment,2019.0,2019-07-18,PAWAPURO Productions,"Sports, Baseball",,17653.76,Physical and Digital,,nan,0,0,https://www.konami.com/games/prospi/2019/
3080,13630,Probe: A Game Dev Experience,Voxel Labs,2021.0,2021-10-04,Voxel Labs,,,NA,Digital only,"PlayStation VR Compatible, PlayStation Camera Compatible",nan,0,0,
3081,-4245,Prodeus,,,,,,,NA,,,nan,0,0,https://www.prodeusgame.com/website/index.php
3082,6293,Professional Construction - The Simulation,UIG Entertainment,2017.0,2017-11-21,Raylight Games,Simulation,,698.0,Physical and Digital,,nan,0,0,http://www.uieg.de/index.php/details/professional-construction-the-simulation-ps4.html
