ID,GamePSID,name,Publisher,ReleaseYear,ReleaseDate,Developer,Genre,Features,Size,Medium,Hardware,CompletionTime(Hours),is_Digital_game,is_Physical_game,OfficialWebsite
2825,6875,Phantom Trigger (EU),tinyBuild,2018.0,2018-05-09,Bread Team,Hack & Slash,,655.0,Digital only,,nan,0,0,http://www.tinybuild.com/phantom-trigger
2826,8309,Phar Lap - Horse Racing Challenge,Home Entertainment Suppliers,2019.0,2019-03-26,PikPok,"Sports, Equestrian Sports",,3727.36,Physical and Digital,,nan,0,0,https://www.trublu.com.au/pharlap
2827,4342,Pharaonic,Milkstone Studios,2016.0,2016-06-28,Milkstone Studios,"Action-RPG, Role Playing",PS Now,1413.12,Physical and Digital,,nan,0,0,http://www.milkstonestudios.com/games/pharaonic/
2828,7689,Phobos Vector Prime: The First Ring,Gunstar Studio,2018.0,2018-10-16,Gunstar Studio,Shoot 'em up,,1617.92,Digital only,,1-2,0,0,http://phobosvectorprime.com/
2829,6847,Phobos Vector Prime: The First Ring (EU),Gunstar Studio,2018.0,2018-04-12,Gunstar Studio,Shoot 'em up,,1536.0,Digital only,,1-2,0,0,http://phobosvectorprime.com/
2830,12995,Phoenix Point: Behemoth Edition,"Prime Matter, Snapshot Games",2021.0,2021-09-30,Snapshot Games,"Strategy, Turn Based",,NA,Digital only,PS4 Pro,nan,0,0,https://phoenixpoint.info/
2831,8124,Phoenix Wright: Ace Attorney Trilogy,Capcom Entertainment,2019.0,2019-04-09,Capcom Entertainment,"Collection, Visual Novel",,2109.44,Physical and Digital,,40-50,0,0,http://www.ace-attorney.com/trilogy/us/
2832,12730,Phoenotopia: Awakening,Flyhigh Works,2021.0,2021-07-01,Cape Cosmic,"Metroidvania, Action-Adventure",,NA,Digital only,,nan,0,0,https://phoenotopia.com/
2833,11322,PHOGS!,Coatsink,2020.0,2020-12-03,Bit Loom Games,"Puzzle, Adventure",,5847.04,Digital only,,nan,0,0,https://coatsink.com/games/phogs
2834,8153,Pic-a-Pix Classic,Lightwood Games,2019.0,2019-02-26,Lightwood Games,Puzzle,Cross-Buy,307.0,Digital only,,5-6,0,0,https://www.lightwoodgames.com/pic-a-pix-classic/
2835,8707,Pic-a-Pix Classic (Asia),eastasiasoft,2019.0,2019-07-16,Lightwood Games,Puzzle,,403.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/PicaPix-Classic
2836,8152,Pic-a-Pix Classic (EU),Lightwood Games,2019.0,2019-02-26,Lightwood Games,Puzzle,Cross-Buy,310.0,Digital only,,4-5,0,0,https://www.lightwoodgames.com/pic-a-pix-classic/
2837,9384,Pic-a-Pix Classic 2,Lightwood Games,2019.0,2019-11-26,Lightwood Games,Puzzle,Cross-Buy,404.0,Digital only,,nan,0,0,https://www.lightwoodgames.com/pic-a-pix-classic-2/
2838,9387,Pic-a-Pix Classic 2 (Asia),eastasiasoft,2019.0,2019-11-29,Lightwood Games,Puzzle,Cross-Buy,404.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/PicaPix-Classic-2
2839,9383,Pic-a-Pix Classic 2 (EU),Lightwood Games,2019.0,2019-11-26,Lightwood Games,Puzzle,Cross-Buy,406.0,Digital only,,nan,0,0,https://www.lightwoodgames.com/pic-a-pix-classic-2/
2840,6895,Pic-a-Pix Color,Lightwood Games,2018.0,2018-04-24,Lightwood Games,Puzzle,Cross-Buy,191.0,Digital only,,10-12,0,0,
2841,8637,Pic-a-Pix Color (Asia),eastasiasoft,2019.0,2019-07-02,Lightwood Games,Puzzle,,298.0,Digital only,,nan,0,0,https://www.lightwoodgames.com/pic-a-pix-color/
2842,8689,Pic-a-Pix Color 2,Lightwood Games,2019.0,2019-07-09,Lightwood Games,Puzzle,Cross-Buy,383.0,Digital only,,nan,0,0,https://www.lightwoodgames.com/pic-a-pix-color-2/
2843,8975,Pic-a-Pix Color 2 (Asia),eastasiasoft,2019.0,2019-09-13,Lightwood Games,Puzzle,,386.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/PicaPix-Color-2
2844,8684,Pic-a-Pix Color 2 (EU),Lightwood Games,2019.0,2019-07-09,Lightwood Games,Puzzle,Cross-Buy,385.0,Digital only,,nan,0,0,https://www.lightwoodgames.com/pic-a-pix-color-2/
2845,7980,Pic-a-Pix Pieces,Lightwood Games,2019.0,2019-01-08,Lightwood Games,Puzzle,Cross-Buy,300.0,Digital only,,nan,0,0,https://www.lightwoodgames.com/pic-a-pix-pieces/
2846,8833,Pic-a-Pix Pieces (Asia),eastasiasoft,2019.0,2019-08-14,Lightwood Games,Puzzle,,467.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/PicaPix-Pieces
2847,7979,Pic-a-Pix Pieces (EU),Lightwood Games,2019.0,2019-01-08,Lightwood Games,Puzzle,Cross-Buy,302.0,Digital only,,15-20,0,0,https://www.lightwoodgames.com/pic-a-pix-pieces/
2848,8250,Pic-a-Pix Pieces (JP),Rainy Frog,2019.0,2019-03-20,Lightwood Games,Puzzle,Cross-Buy,346.0,Digital only,,nan,0,0,http://www.rainyfrog.com/ja/game/pic-a-pix_pieces
2849,10313,Pic-a-Pix Pieces 2,Lightwood Games,2020.0,2020-06-30,Lightwood Games,Puzzle,Cross-Buy,464.0,Digital only,,nan,0,0,https://www.lightwoodgames.com/pic-a-pix-pieces-2/
2850,10451,Pic-a-Pix Pieces 2 (Asia),eastasiasoft,2020.0,2020-07-22,Lightwood Games,Puzzle,Cross-Buy,464.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/PicaPix-Pieces-2
2851,10298,Pic-a-Pix Pieces 2 (EU),Lightwood Games,2020.0,2020-06-30,Lightwood Games,Puzzle,Cross-Buy,466.0,Digital only,,nan,0,0,https://www.lightwoodgames.com/pic-a-pix-pieces-2/
2852,7920,Picture Party VR,Force Field Entertainment,2018.0,2018-12-05,Force Field Entertainment,Party,,169.0,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,https://forcefieldxr.com/projects/real-games/picture-party-vr
2853,3387,PieceFall,Sony Computer Entertainment,2015.0,2015-07-15,Steel Minions,Puzzle,,406.0,Digital only,,nan,0,0,http://www.steelminions.com/press/sheet.php?p=piecefall
2854,7305,PieceFallVR,Steel Minions,2018.0,2018-07-31,Steel Minions,Puzzle,,358.0,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,http://www.press.steelminions.com/sheet.php?p=piecefallVR
2855,2697,Pier Solar and the Great Architects,Watermelon,2014.0,2014-09-30,Watermelon,"Role Playing, Turn Based",,3880.96,Digital only,,nan,0,0,http://www.piersolar.com/
2856,6525,Pierhead Arcade,Archiact,2018.0,2018-01-30,Mechabit,Action,,239.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,http://www.mechabit.co.uk/pierhead_arcade/
2857,9165,Pig Eat Ball,Mommy's Best Games,2019.0,2019-10-18,Mommy's Best Games,Action,,356.0,Physical and Digital,,nan,0,0,http://mommysbestgames.com/pigeatball.html
2858,9166,Pig Eat Ball (EU),Mommy's Best Games,2019.0,2019-10-18,Mommy's Best Games,Action,,357.0,Digital only,,nan,0,0,http://mommysbestgames.com/pigeatball.html
2859,13097,Pile Up! Box by Box,HandyGames,2021.0,2021-08-17,Seed by Seed,Puzzle,,NA,Digital only,,nan,0,0,https://handy-games.com/en/games/pile-up/
2860,3048,Pillar,MichaelArts,2015.0,2015-02-17,MichaelArts,Action-Adventure,,506.0,Physical and Digital,,1-2,0,0,http://www.pillargame.com/
2861,9564,Pillars Of Eternity II: Deadfire,Versus Evil,2020.0,2020-01-28,Red Cerberus,"Role Playing, Real Time",,21688.32,Physical and Digital,,nan,0,0,https://eternity.obsidian.net/
2862,5834,Pillars of Eternity: Complete Edition,Paradox Interactive,2017.0,2017-08-29,Obsidian Entertainment,"Role Playing, Real Time",PS Now,15462.4,Physical and Digital,,nan,0,0,https://eternity.obsidian.net/
2863,7600,Pilot Sports,EuroVideo,2018.0,2018-09-28,Z-Software,"Arcade Racing, Aerial",,667.0,Digital only,,nan,0,0,
2864,-5441,Pinball FX (PS4),,,,,,,NA,,,nan,0,0,https://www.pinballfx.com/
2865,4864,Pinball FX2 VR,Zen Studios,2016.0,2016-11-29,Zen Studios,Pinball,,398.0,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,http://www.pinballfx.com/
2866,5989,Pinball FX3,Zen Studios,2017.0,2017-09-26,Zen Studios,Pinball,Cross-Play,447.0,Digital only,,nan,0,0,http://www.pinballfx.com/
2867,11889,Pine,Kongregate,2021.0,2021-02-23,Kongregate,"Open World, Action-Adventure",,1935.36,Digital only,PS4 Pro,nan,0,0,https://pine-game.com/
2868,5068,Pineview Drive,United Independent Entertainment,2017.0,2017-01-24,Visual Imagination Software,Adventure,,1280.0,Physical and Digital,,nan,0,0,http://uieg.de/index.php/details/95.html
2869,10160,PING REDUX (EU) (PS4),Nami Tentou,2020.0,2020-10-15,Nami Tentou,Action,,235.0,Digital only,,nan,0,0,https://namitentou.com/pingredux/
2870,10159,PING REDUX (PS4),Nami Tentou,2020.0,2020-05-06,Nami Tentou,Action,Cross-Buy,235.0,Digital only,,nan,0,0,https://namitentou.com/pingredux/
2871,11880,Pinkman+ (EU) (PS4),Ratalaika Games,2021.0,2021-03-12,Green Dinosaur Games,"Puzzle, Platformer",Cross-Buy,73.0,Physical and Digital,,0-1,0,0,https://www.ratalaikagames.com/games/pinkman.php
2872,12616,Pinkman+ (HK/TW) (PS4),eastasiasoft,2021.0,2021-06-15,"Green Dinosaur Games, Ratalaika Games","Puzzle, Platformer",Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Pinkman
2873,11881,Pinkman+ (PS4),Ratalaika Games,2021.0,2021-03-12,Green Dinosaur Games,"Puzzle, Platformer",Cross-Buy,73.0,Digital only,,0-1,0,0,https://www.ratalaikagames.com/games/pinkman.php
2874,6495,Pinstripe,Armor Games Studios,2018.0,2018-02-13,Atmos Games,"Puzzle, Adventure",,478.0,Digital only,,nan,0,0,http://pinstripegame.com/
2875,10789,Pinstripe (JP),Beep Japan,2020.0,2020-09-24,Atmos Games,"Puzzle, Adventure",,1331.2,Physical and Digital,,nan,0,0,https://beep-company.com/pinstripe-jp/
2876,7654,PIPE,Mash Games,2018.0,2018-10-17,Mash Games,Sports,,1269.76,Digital only,,nan,0,0,http://bmxstreets.com/pipe/
2877,7671,PIPE (EU),Mash Games,2018.0,2018-10-23,Mash Games,Sports,,1269.76,Digital only,,nan,0,0,http://bmxstreets.com/pipe/
2878,7932,Pipe Push Paradise,Digerati,2019.0,2019-02-06,Corey Martin,Puzzle,,225.0,Digital only,,nan,0,0,http://pipepushparadise.com/
2879,6917,Pirate Flight,Andreas von Lepel,2018.0,2018-05-01,Andreas von Lepel,Action,,174.0,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,
2880,4318,Pirates: Treasure Hunters,Virtual Toys,2016.0,2016-06-21,Virtual Toys,Action,,2355.2,Digital only,,nan,0,0,
2881,10526,Pistol Whip,Cloudhead Games,2020.0,2020-07-30,Cloudhead Games,First Person Shooter,,727.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,https://cloudheadgames.com/pistol-whip/
2882,7585,PitterPot,TreeFall Studios,2018.0,2018-09-25,TreeFall Studios,Platformer,,659.0,Digital only,,nan,0,0,http://www.treefallgames.com/
2883,10183,Pity Pit,eastasiasoft,2020.0,2020-06-10,Panda Indie Studio,Puzzle,,33.0,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Pity-Pit
2884,10178,Pity Pit (Asia),eastasiasoft,2020.0,2020-06-17,Panda Indie Studio,Puzzle,,33.0,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Pity-Pit
2885,10184,Pity Pit (EU),eastasiasoft,2020.0,2020-06-10,Panda Indie Studio,Puzzle,,33.0,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Pity-Pit
2886,10179,Pity Pit (JP),eastasiasoft,2020.0,2020-06-17,Panda Indie Studio,Puzzle,,33.0,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Pity-Pit
2887,2724,PIX the CAT,Pasta Games,2014.0,2014-10-07,Pasta Games,Puzzle,"PS Plus, Cross-Buy, PS Now",645.0,Physical and Digital,,nan,0,0,http://www.pastagames.com/pix-the-cat/
2888,8438,PixARK,Snail Games,2019.0,2019-06-04,Snail Games,"Survival, Sandbox",,1474.56,Physical and Digital,,0-1,0,0,https://pixark.snail.com/
2889,9493,Pixel Devil and the Broken Cartridge,Victory Road,2020.0,2020-01-09,Level Evil,Platformer,,117.0,Digital only,,0-1,0,0,
2890,4715,Pixel Gear,Oasis Games,2016.0,2016-10-20,Geronimo Interactive,First Person Shooter,,1290.24,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,
2891,10858,Pixel Gladiator,Drageus Games,2020.0,2020-09-25,Flying Islands Team,"Strategy, Tower Defence",,38.0,Digital only,,nan,0,0,http://drageusgames.com/tcportfolio/pixel-gladiator/
2892,5542,Pixel Heroes: Byte & Magic,Headup Games,2017.0,2017-06-15,Bitfather,"Role Playing, Turn Based, Dungeon Crawler",PS Now,128.0,Digital only,,nan,0,0,http://www.headupgames.com/conpresso/_rubric/index.php?rubric=EN+Games+Pixel-Heroes--Byte---Magic
2893,5570,Pixel Heroes: Byte & Magic (EU),Headup Games,2017.0,2017-06-15,The Bitfather,"Role Playing, Turn Based, Dungeon Crawler",PS Now,130.0,Digital only,,nan,0,0,
2894,-1387,Pixel Noir,,,,,,,NA,,,nan,0,0,http://www.swdtechgames.com/
2895,3994,Pixel Piracy,505 Games,2016.0,2016-02-16,Quadro Delta,"Simulation, Management",PS Now,617.0,,,nan,0,0,http://www.pixelpiracythegame.com/
2896,-3280,Pixel Princess Blitz,,,,,,,NA,,,nan,0,0,https://www.pixelprincessblitz.com/
2897,7313,Pixel Ripped 1989,"Arvore Immersive Experiences, Perp Games",2018.0,2018-07-31,Arvore Immersive Experiences,Adventure,,1802.24,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,http://www.pixelripped.com/
2898,7532,Pixel Ripped 1989 (EU),Arvore Immersive Experiences,2018.0,2018-10-16,Arvore Immersive Experiences,Adventure,,1832.96,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,http://www.pixelripped.com/
2899,10176,Pixel Ripped 1995,Arvore Immersive Experiences,2020.0,2020-05-12,Arvore Immersive Experiences,Adventure,,1607.68,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,https://pixelripped.com/
2900,10177,Pixel Ripped 1995 (EU),Arvore Immersive Experiences,2020.0,2020-05-19,Arvore Immersive Experiences,Adventure,,1607.68,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,https://pixelripped.com/
2901,10515,pixelBOT EXTREME!,FusionPlay,2020.0,2020-08-04,PlayHeart Games,Action,,584.0,Digital only,,nan,0,0,https://www.fusion-play.com/pixelbot/
2902,10516,pixelBOT EXTREME! (EU),FusionPlay,2020.0,2020-08-04,PlayHeart Games,Action,,584.0,Digital only,,nan,0,0,https://www.fusion-play.com/pixelbot/
2903,7030,PixelJunk Monsters 2,Spike Chunsoft,2018.0,2018-05-25,Q-Games,"Strategy, Tower Defence",,2600.96,Physical and Digital,,nan,0,0,https://www.spike-chunsoft.com/games/pixeljunk-monsters-2/
2904,7029,PixelJunk Monsters 2 (EU),Spike Chunsoft,2018.0,2018-05-25,Q-Games,"Strategy, Tower Defence",,2600.96,Digital only,,nan,0,0,https://www.spike-chunsoft.com/games/pixeljunk-monsters-2/
2905,7016,PixelJunk Monsters 2 (JP),Spike Chunsoft,2018.0,2018-05-24,Q-Games,"Strategy, Tower Defence",,2600.96,Digital only,,nan,0,0,http://www.spike-chunsoft.co.jp/pjm2/
2906,2475,PixelJunk Shooter Ultimate,Double Eleven,2014.0,2014-06-03,Double Eleven,Action-Adventure,"PS Plus, PS Now",473.0,Digital only,,12-15,0,0,http://pixeljunk.jp/library/Shooter/
2907,6189,PixelJunk VR Dead Hungry,Q-Games,2017.0,2017-11-01,Q-Games,Action,,524.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,http://vr.pixeljunk.jp/deadhungry/en/
2908,6050,PixelJunk VR Dead Hungry (EU),Q-Games,2017.0,2017-11-01,Q-Games,Action,,524.0,Digital only,PlayStation VR Required,nan,0,0,http://vr.pixeljunk.jp/deadhungry/en/
2909,6089,PixelJunk VR Dead Hungry (JP),Q-Games,2017.0,2017-10-25,Q-Games,Action,,524.0,Digital only,PlayStation VR Required,nan,0,0,http://vr.pixeljunk.jp/deadhungry/jp/
2910,12783,Pizza Break,Smobile,2021.0,2021-07-16,Smobile,Action,,NA,Digital only,PS4 Pro,0-1,0,0,
2911,12784,Pizza Break (EU),Smobile,2021.0,2021-07-16,Smobile,Action,,NA,Digital only,PS4 Pro,0-1,0,0,
2912,12992,Pizza Break Head to Head,Smobile,2021.0,2021-08-06,Smobile,Action,,NA,Digital only,PS4 Pro,0-1,0,0,
2913,12991,Pizza Break Head to Head (EU),Smobile,2021.0,2021-08-06,Smobile,Action,,NA,Digital only,PS4 Pro,0-1,0,0,
2914,7298,Pizza Titan Ultra,Breakfall,2018.0,2018-08-21,Breakfall,Mech,,666.0,Digital only,PS4 Pro,nan,0,0,http://www.pizzatitanultra.com/
2915,7411,Pizza Titan Ultra (EU),Breakfall,2018.0,2018-08-23,Breakfall,Mech,,667.0,Digital only,PS4 Pro,nan,0,0,http://www.pizzatitanultra.com/
2916,13904,PJ Masks: Heroes Of The Night,Outright Games,2021.0,2021-10-29,Petoons Studio,Platformer,,NA,Physical and Digital,,nan,0,0,https://outrightgames.com/games/pj-masks/
2917,13905,PJ Masks: Heroes of the Night (EU),Outright Games,2021.0,2021-10-29,Petoons Studio,,,NA,Physical and Digital,,nan,0,0,https://outrightgames.com/games/pj-masks/
2918,-3620,Plague Hunters,,,,,,,NA,,,nan,0,0,https://outrightgames.com/games/pj-masks/
2919,4270,Plague Inc: Evolved,Ndemic Creations,2016.0,2016-05-31,Ndemic Creations,Strategy,,456.0,Digital only,,20-25,0,0,http://www.ndemiccreations.com/en/25-plague-inc-evolved
2920,5605,Plague Road,Arcade Distillery,2017.0,2017-06-27,Arcade Distillery,"Strategy, Turn Based",PS Now,436.0,Physical and Digital,PS4 Pro,nan,0,0,http://www.arcadedistillery.com/plague-road/
2921,9552,Plague Road (Asia),eastasiasoft,2020.0,2020-01-10,Arcade Distillery,"Strategy, Turn Based",,569.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Plague-Road
2922,5981,Plague Road (EU),Arcade Distillery,2017.0,2017-09-19,Arcade Distillery,"Strategy, Turn Based",PS Now,308.0,Physical and Digital,PS4 Pro,nan,0,0,https://arcadedistillery.com/plague-road/
2923,-5051,Plane Mechanic Simulator,,,,,,,NA,,,nan,0,0,https://moviegames.pl/plane-mechanic-simulator/
2924,9091,Planescape: Torment - Enhanced Edition,Skybound Games,2019.0,2019-10-15,Beamdog,"Role Playing, Real Time",,4321.28,Physical and Digital,,nan,0,0,https://www.skybound.com/planescape-torment-icewind-dale-enhanced-edition
2925,5025,Planet 2000,Bionic Pony,2017.0,2017-01-12,Bionic Pony,"Automobile, Vehicular Combat",,2201.6,Digital only,,nan,0,0,http://bionicpony.com/games
2926,7340,PLANET ALPHA,Team17 Software,2018.0,2018-09-04,Planet Alpha,Platformer,,2713.6,Digital only,,nan,0,0,https://www.planetalpha-game.com/
2927,11086,Planet Coaster (PS4),Frontier Developments,2020.0,2020-11-12,Frontier Developments,Simulation,Cross-Buy,11827.2,Physical and Digital,,nan,0,0,https://console.planetcoaster.com/
2928,6216,Planet of the Apes: Last Frontier,FoxNext Games,2017.0,2017-11-21,The Imaginarium,Visual Novel,PlayLink,20408.32,Physical and Digital,,nan,0,0,https://planetoftheapesgame.com/
2929,6193,Planet of the Apes: Last Frontier (EU),FoxNext Games,2017.0,2017-11-21,The Imaginarium,Visual Novel,PlayLink,20408.32,Digital only,,12-15,0,0,https://planetoftheapesgame.com/
2930,5917,Planet of the Eyes,Cococucumber,2017.0,2017-09-12,Cococucumber,"Puzzle, Platformer",,1126.4,Digital only,,1-2,0,0,https://cococucumber.co/planet-of-the-eyes/
2931,7981,Planet RIX-13,Sometimes You,2019.0,2019-01-16,9 Eyes Game Studio,Adventure,Cross-Buy,190.0,Digital only,,0-1,0,0,
2932,7986,Planet RIX-13 (EU),Sometimes You,2019.0,2019-01-16,9 Eyes Game Studio,Adventure,Cross-Buy,190.0,Digital only,,0-1,0,0,
2933,11313,Planet RIX-13 (HK/TW),eastasiasoft,2020.0,2020-12-08,"9 Eyes Game Studio, Sometimes You, Stately Snail",Adventure,Cross-Buy,255.0,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Planet-RIX13
2934,11291,Planetary Defense Force,Blue Sunset Games,2020.0,2020-12-04,Blue Sunset Games,Shoot 'em up,,NA,Digital only,,nan,0,0,
2935,11292,Planetary Defense Force (EU),Blue Sunset Games,2020.0,2020-12-04,Blue Sunset Games,Shoot 'em up,,698.0,Digital only,,nan,0,0,
2936,6427,Planetbase,Madruga Works,2018.0,2018-01-05,Madruga Works,"Simulation, Management",,434.0,Digital only,,nan,0,0,http://planetbase.madrugaworks.com/
2937,3336,Planetside 2,Daybreak Games,2015.0,2015-06-23,Daybreak Games,"First Person Shooter, MMO",,10956.8,Digital only,,nan,0,0,https://www.planetside2.com
2938,3343,PlanetSide 2 (EU),Daybreak Games,2015.0,2015-06-23,Daybreak Games,"First Person Shooter, MMO",,10956.8,Digital only,,nan,0,0,https://www.planetside2.com
2939,3993,Plants vs. Zombies Garden Warfare 2,Electronic Arts,2016.0,2016-02-23,PopCap Games,Third Person Shooter,,19046.4,Physical and Digital,,40-50,0,0,https://www.pvzgw2.com/
2940,8966,Plants vs. Zombies: Battle for Neighborville,Electronic Arts,2019.0,2019-09-04,EA Vancouver,Third Person Shooter,PS Plus,13096.96,Digital only,,200+,0,0,https://www.ea.com/games/plants-vs-zombies/plants-vs-zombies-battle-for-neighborville
2941,2612,Plants vs. Zombies: Garden Warfare,Electronic Arts,2014.0,2014-08-19,PopCap Games,Third Person Shooter,,14336.0,Physical and Digital,,30-35,0,0,http://www.pvzgardenwarfare.com/
2942,-3036,PlataGO! Super Platform Game Maker,,,,,,,NA,,,nan,0,0,http://www.pvzgardenwarfare.com/
2943,-3149,Play With Me,,,,,,,NA,,,nan,0,0,http://www.playwithmegame.com/
2944,-3821,Playerless: One Button Adventure,,,,,,,NA,,,nan,0,0,http://www.playwithmegame.com/
2945,7889,PlayerUnknown's Battlegrounds,PUBG Corporation,2018.0,2018-12-07,PUBG Corporation,"Battle Royale, First Person Shooter, Third Person Shooter","Cross-Play, PS Plus, PS Now",41605.12,Physical and Digital,,nan,0,0,https://www.pubg.com/
2946,7890,PlayerUnknown's Battlegrounds (EU),PUBG Corporation,2018.0,2018-12-07,PUBG Corporation,"Battle Royale, First Person Shooter, Third Person Shooter","Cross-Play, PS Plus, PS Now",41605.12,Physical and Digital,,nan,0,0,https://www.pubg.com/
2947,4630,PlayStation VR Worlds,Sony Computer Entertainment,2016.0,2016-10-10,London Studio,Action-Adventure,,8314.88,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",15-20,0,0,
2948,5012,PlayStation VR Worlds (CN),Sony Interactive Entertainment,2016.0,2016-11-08,London Studio,Action-Adventure,,5222.4,Physical and Digital,PlayStation VR Compatible,nan,0,0,https://www.playstation.com.cn/newsdetail/newsdetail32.htm
2949,8349,Please Don't Touch Anything,ForwardXP,2019.0,2019-04-16,ForwardXP,Puzzle,,507.0,Digital only,,1-2,0,0,
2950,6426,Plox Neon,Desert Owl Games,2018.0,2018-01-09,Desert Owl Games,Action,,161.0,Digital only,,nan,0,0,
2951,6229,Plutobi: The Dwarf Planet Tales,XINESS Games,2017.0,2017-04-04,Xayin7,Action,,415.0,Digital only,,nan,0,0,
2952,3362,Pneuma: Breath of Life,Deco Digital,2015.0,2015-07-07,Deco Digital,Puzzle,,2457.6,Digital only,,nan,0,0,http://www.pneumabreathoflife.com/
2953,3375,Pneuma: Breath of Life (EU),Deco Digital,2015.0,2015-07-07,Deco Digital,Puzzle,,2457.6,Digital only,,2-3,0,0,http://www.pneumabreathoflife.com/
2954,10589,Pocket Academy 2,Kairosoft,2020.0,2020-08-06,Kairosoft,"Simulation, Management",,143.0,Digital only,,nan,0,0,
2955,11192,Pocket Clothier,Kairosoft,2020.0,2020-11-12,Kairosoft,"Simulation, Management",,137.0,Digital only,,nan,0,0,https://kairosoft.net/game/appli/fukuya.html
2956,3678,Pocket God vs. Desert Ashes,Nine Tales Digital,2015.0,2015-10-20,Nine Tales Digital,"Strategy, Turn Based",Transferable Progress,321.0,Digital only,,nan,0,0,http://www.ninetalesdigital.com/pocketgodvsdesertashes/
2957,11997,Pocket Harvest,Kairosoft,2021.0,2021-03-04,Kairosoft,"Simulation, Management",,137.0,Digital only,,nan,0,0,https://kairosoft.net/game/appli/farm.html
2958,10993,Pocket League Story,Kairosoft,2020.0,2020-10-22,Kairosoft,"Simulation, Sports, Football, Management",,136.0,Digital only,,nan,0,0,https://kairosoft.net/game/appli/soccer.html
2959,11190,Pocket Stables,Kairosoft,2020.0,2020-11-12,Kairosoft,"Simulation, Sports, Equestrian Sports, Management",,139.0,Digital only,,nan,0,0,https://kairosoft.net/game/appli/horse.html
2960,-4678,Pocky & Rocky Reshrined,,,,,,,NA,,,nan,0,0,https://kairosoft.net/game/appli/horse.html
2961,12208,POCOYO PARTY,Recotechnology,2021.0,2021-04-15,Recotechnology,Action-Adventure,,2375.68,Digital only,PS4 Pro,nan,0,0,
2962,8052,Pode,Altered Ventures,2019.0,2019-02-19,Henchmen & Goon,Puzzle,,2877.44,Digital only,,nan,0,0,http://www.podegame.com/
2963,5611,Poi,PolyKid,2017.0,2017-06-27,PolyKid,Platformer,,1095.68,Digital only,,nan,0,0,http://www.poi-game.com/
2964,12121,Poison Control,NIS America,2021.0,2021-04-13,Nippon Ichi Software,Action-Adventure,,2273.28,Physical and Digital,,nan,0,0,https://nisamerica.com/poison-control/
2965,10355,Poison Control (JP),Nippon Ichi Software,2020.0,2020-06-25,Nippon Ichi Software,Action-Adventure,,2273.28,Physical and Digital,,nan,0,0,https://nippon1.jp/consumer/dokumusume/
2966,11234,Poker Club (EU) (PS4),Ripstone,2020.0,2020-11-20,Ripstone,Card & Board,Cross-Play,6512.64,Digital only,,nan,0,0,https://www.pokerclubgame.com/
2967,11233,Poker Club (PS4),Ripstone,2020.0,2020-11-20,Ripstone,Card & Board,"Cross-Play, Cross-Buy",6512.64,Digital only,,nan,0,0,https://www.pokerclubgame.com/
2968,12253,Poker Pretty Girls Battle: Fantasy World Edition (EU) (PS4),eastasiasoft,2021.0,2021-05-06,"Zoo Corporation, eastasiasoft",Card & Board,,NA,Digital only,,0-1,0,0,http://www.eastasiasoft.com/games/Poker-Pretty-Girls-Battle-Fantasy-World-Edition
2969,12255,Poker Pretty Girls Battle: Fantasy World Edition (HK/TW) (PS4),eastasiasoft,2021.0,2021-05-06,"Zoo Corporation, eastasiasoft",Card & Board,,NA,Digital only,,nan,0,0,http://www.eastasiasoft.com/games/Poker-Pretty-Girls-Battle-Fantasy-World-Edition
2970,12254,Poker Pretty Girls Battle: Fantasy World Edition (JP) (PS4),eastasiasoft,2021.0,2021-05-06,"Zoo Corporation, eastasiasoft",Card & Board,,NA,Digital only,,nan,0,0,http://www.eastasiasoft.com/games/Poker-Pretty-Girls-Battle-Fantasy-World-Edition
