gameid,name,web,publisher,developer,release,platform,genre,hardware,notes,medium,size,completion est,links,features
8759,PGA TOUR 2K21,https://pgatour.2k.com/,2K Games,HB Studios,21 August 2020,"Xbox One, Xbox Series X|S","Sports, Golf",,,Physical and Digital,6.00GB,25-30 hours,Official site,"Xbox One X Enhanced, 4K, Cross-Play"
8339,Phantasy Star Online 2 New Genesis,https://pso2.com/landing,SEGA,SEGA,05 August 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Action-RPG, Role Playing, MMO","64-Bit, KBM Support",,Digital only,73.13GB,40-50 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, Transferable Progress, Xbox Play Anywhere, Optimized for Series X|S, 4K, Cross-Play"
-4555,Phantom Breaker: Omnia,https://rocketpandagames.com/game/phantom-breaker-omnia/,,,,,,,,,,,Official site,
7249,Phantom Doctrine,http://www.goodshepherd.games/games/phantom-doctrine,Good Shepherd Entertainment,CreativeForge Games,24 August 2018,"Xbox One, Xbox Series X|S","Strategy, Turn Based",,ID@Xbox,Digital only,17.11GB,,Official site,
6472,Phantom Dust,http://phantomdusted.com/,Xbox Game Studios,Code Mystics,16 May 2017,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Action,64-Bit,,Digital only,9.52GB,20-25 hours,Official site,"Xbox Play Anywhere, Cross-Play"
7001,Phantom Trigger,http://www.phantomtrigger.com/,tinyBuild,Bread Team,20 April 2018,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Hack & Slash,,ID@Xbox,Digital only,736MB,,Official site,Xbox Play Anywhere
7635,Phar Lap - Horse Racing Challenge,https://www.trublu.com.au/pharlap,Home Entertainment Suppliers,PikPok,22 March 2019,"Xbox One, Xbox Series X|S","Sports, Equestrian Sports",,,Physical and Digital,3.72GB,,Official site,
6032,Pharaonic,http://www.milkstonestudios.com/games/pharaonic/,Milkstone Studios,Milkstone Studios,13 July 2016,"Xbox One, Xbox Series X|S","Action-RPG, Role Playing",,ID@Xbox,Physical and Digital,1.41GB,20-25 hours,Official site,
8229,Phoenix Point,https://phoenixpoint.info,Snapshot Games,Snapshot Games,19 December 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Strategy, Turn Based",64-Bit,"xCloud, Xbox Game Pass, Xbox Game Pass for PC",Physical and Digital,22.10GB,,Official site,"4K, xCloud Touch Controls"
7597,Phoenix Wright: Ace Attorney Trilogy,http://www.ace-attorney.com/trilogy/us/,Capcom Entertainment,Capcom Entertainment,09 April 2019,"Xbox One, Xbox Series X|S","Adventure, Collection, Visual Novel",,,Digital only,1.99GB,30-35 hours,Official site,
9668,Phoenotopia: Awakening,https://phoenotopia.com/,Flyhigh Works,Cape Cosmic,25 August 2021,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Metroidvania, Platformer",64-Bit,,Digital only,1.32GB,,Official site,"Xbox Play Anywhere, Optimized for Series X|S"
9001,PHOGS!,https://playphogs.com/,Coatsink,Bit Loom Games,03 December 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Puzzle, Platformer",,"ID@Xbox, xCloud, Xbox Game Pass, Xbox Game Pass for PC",Digital only,5.27GB,10-12 hours,Official site,Xbox Play Anywhere
5315,Pier Solar and the Great Architects,http://www.piersolar.com/,Watermelon,Watermelon,21 November 2014,"Xbox One, Xbox Series X|S","Role Playing, Turn Based",,ID@Xbox,Digital only,2.42GB,40-50 hours,Official site,
7993,Pig Eat Ball,http://mommysbestgames.com/pigeatball.html,Mommy's Best Games,Mommy's Best Games,18 October 2019,"Xbox One, Xbox Series X|S",Action-Adventure,,ID@Xbox,Digital only,446MB,,Official site,
8360,Pikuniku,https://pikuniku.net/,Devolver Digital,Sectordub,12 March 2020,"Xbox One, Xbox Series X|S","Puzzle, Adventure, Platformer",,"ID@Xbox, xCloud, Xbox Game Pass",Digital only,480MB,4-5 hours,Official site,
9759,Pile Up! Box by Box,https://handy-games.com/en/games/pile-up/,HandyGames,Seed by Seed,17 August 2021,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,3.02GB,,Official site,
7312,Pillar,http://pillar-game.com/,MichaelArts,MichaelArts,26 September 2018,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,1.22GB,2-3 hours,Official site,
6564,Pillars of Eternity,https://eternity.obsidian.net/,"Paradox Interactive, 505 Games","Obsidian Entertainment, Paradox Arctic",29 August 2017,"Xbox One, Xbox Series X|S","Role Playing, Real Time",,"ID@Xbox, xCloud, Xbox Game Pass",Physical and Digital,14.26GB,80-100 hours,Official site,xCloud Touch Controls
8210,Pillars Of Eternity II: Deadfire,https://eternity.obsidian.net/,Versus Evil,Obsidian Entertainment,28 January 2020,"Xbox One, Xbox Series X|S","Role Playing, Real Time",,"ID@Xbox, xCloud, Xbox Game Pass",Physical and Digital,22.72GB,60-80 hours,Official site,xCloud Touch Controls
7843,Pilot Sports,https://z-software.net/site/pilot-sports/,Z-Software,Z-Software,31 July 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Action, Aerial",64-Bit,ID@Xbox,Digital only,735MB,,Official site,Xbox Play Anywhere
-4725,Pinball FX,https://www.pinballfx.com/,,,,,,,,,,,Official site,
5170,Pinball FX2,http://www.pinballfx.com/,Zen Studios,Zen Studios,14 August 2014,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Pinball,,ID@Xbox,Digital only,410MB,12-15 hours (excludes DLC packs),Official site,Transferable Progress
6691,Pinball FX3,http://www.pinballfx.com/,Zen Studios,Zen Studios,26 September 2017,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Pinball,,ID@Xbox,Digital only,345MB,8-10 hours (excludes DLC packs),Official site,Xbox Play Anywhere
-2799,Pinbrawl,https://northernheart.itch.io/pinbrawl,,,,,,,ID@Xbox,,,,Official site,Xbox Play Anywhere
8063,PING REDUX,,Nami Tentou,Nami Tentou,16 October 2019,"Xbox One, Xbox Series X|S",Action,,,Digital only,233MB,3-4 hours,,"Xbox One X Enhanced, 4K, HDR"
9285,Pinkman+,https://www.ratalaikagames.com/games/pinkman.php,Ratalaika Games,Green Dinosaur Games,12 March 2021,"Xbox One, Xbox Series X|S","Puzzle, Platformer",,ID@Xbox,Digital only,311MB,0-1 hour,Official site,"Smart Delivery, Optimized for Series X|S, 4K"
6858,Pinstripe,http://pinstripegame.com/,Armor Games Studios,Atmos Games,07 February 2018,"Xbox One, Xbox Series X|S","Puzzle, Adventure",,ID@Xbox,Digital only,1.39GB,6-8 hours,Official site,
7403,Pipe Push Paradise,http://pipepushparadise.com/,Digerati,"Corey Martin, Stage Clear Studios",08 February 2019,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,398MB,2-3 hours,Official site,
7940,Pirates of First Star,http://www.piratesoffirststar.com/,Dynamic Voltage Games,Dynamic Voltage Games,27 August 2019,"Xbox One, Xbox Series X|S","Puzzle, Role Playing",,,Digital only,3.77GB,6-8 hours,Official site,"Xbox One X Enhanced, 4K, HDR"
6299,Pit People,http://www.pitpeople.com/,The Behemoth,The Behemoth,02 March 2018,"Xbox One, Xbox Series X|S","Role Playing, Strategy, Turn Based",,ID@Xbox,Digital only,1.74GB,15-20 hours (excludes DLC packs),Official site,
8559,Pity Pit,https://www.eastasiasoft.com/games/Pity-Pit,eastasiasoft,Panda Indie Studio,10 June 2020,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,136MB,0-1 hour,Official site,
6306,Pix the Cat,http://www.pixthecat.com/,Neko Entertainment,Pasta Games,08 February 2017,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,440MB,,Official site,
7431,PixARK,https://pixark.snail.com/,Snail Games,Snail Games,31 May 2019,"Xbox One, Xbox Series X|S","Sandbox, Survival",,ID@Xbox,Physical and Digital,1.93GB,0-1 hour,Official site,"Xbox One X Enhanced, 4K"
8205,Pixel Devil and the Broken Cartridge,,Victory Road,Level Evil,23 December 2019,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,200MB,0-1 hour,,
8092,Pixel Gladiator,,Flying Islands Team,Flying Islands Team,25 October 2019,"Xbox One, Xbox Series X|S","Strategy, Tower Defence",,,Digital only,35MB,0-1 hour (excludes DLC packs),,
6309,Pixel Heroes: Byte & Magic,,Headup Games,Bitfather,03 February 2017,"Xbox One, Xbox Series X|S","Role Playing, Dungeon Crawler",,ID@Xbox,Digital only,243MB,,,
5842,Pixel Piracy,http://www.pixelpiracythegame.com/,505 Games,"Quadro Delta, Abstraction Games",16 February 2016,"Xbox One, Xbox Series X|S","Simulation, Management",,,Digital only,756MB,6-8 hours,Official site,
-3034,Pixel Princess Blitz,https://www.pixelprincessblitz.com/,,,,,,,,,,,Official site,
7307,Pizza Titan Ultra,http://www.pizzatitanultra.com/,Breakfall,Breakfall,26 September 2018,"Xbox One, Xbox Series X|S",Mech,,ID@Xbox,Digital only,2.20GB,,Official site,
9871,PJ Masks: Heroes Of The Night,https://outrightgames.com/games/pj-masks/,Outright Games,Petoons Studio,29 October 2021,"Xbox One, Xbox Series X|S",Platformer,,,Physical and Digital,7.49GB,5-6 hours,Official site,
5665,Plague Inc: Evolved,http://www.ndemiccreations.com/en/25-plague-inc-evolved,Ndemic Creations,Ndemic Creations,18 September 2015,"Xbox One, Xbox Series X|S",Strategy,,ID@Xbox,Digital only,576MB,60-80 hours (excludes DLC packs),Official site,
7456,Plague Road,http://www.arcadedistillery.com/plague-road/,Arcade Distillery,Arcade Distillery,14 December 2018,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Strategy, Turn Based",64-Bit,ID@Xbox,Digital only,232MB,8-10 hours,Official site,Xbox Play Anywhere
-4926,Plane Mechanic Simulator,https://moviegames.pl/plane-mechanic-simulator/,,,,,,,,,,,Official site,
7995,Planescape: Torment and Icewind Dale: Enhanced Editions,,Beamdog,"Beamdog, Black Isle Studios",15 October 2019,"Xbox One, Xbox Series X|S","Role Playing, Collection, Real Time",,ID@Xbox,Physical and Digital,4.57GB,,,
7279,Planet Alpha,https://www.planetalpha-game.com/,Team17 Software,Planet Alpha,04 September 2018,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,1.93GB,6-8 hours,Official site,"Xbox One X Enhanced, 4K"
9010,Planet Coaster,https://www.planetcoaster.com,Frontier Developments,Frontier Developments,10 November 2020,"Xbox One, Xbox Series X|S","Simulation, Management",KBM Support,xCloud,Physical and Digital,11.38GB,40-50 hours,Official site,"Xbox One X Enhanced, Smart Delivery, Optimized for Series X|S, 4K, HDR"
-4857,Planet of Lana,https://planetoflana.com/,,,,,,,ID@Xbox,,,,Official site,
7236,Planet of the Apes: Last Frontier,https://planetoftheapesgame.com/,The Imaginarium,The Imaginati Studios,24 August 2018,"Xbox One, Xbox Series X|S",Visual Novel,,ID@Xbox,Digital only,19.09GB,10-12 hours,Official site,
6654,Planet of the Eyes,http://planetoftheeyes.com/,Cococucumber,Cococucumber,12 September 2017,"Xbox One, Xbox Series X|S","Puzzle, Platformer",,ID@Xbox,Digital only,1.16GB,1-2 hours,Official site,
10203,Planet Quiz: Learn & Discover,https://naptime.games/planetquiz/,naptime.games,naptime.games,Tomorrow,"Xbox One, Xbox Series X|S",Educational & Trivia,,,Digital only,1.32GB,,Official site,
7503,Planet RIX-13,,Sometimes You,9 Eyes Game Studio,16 January 2019,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,305MB,0-1 hour,,"Xbox One X Enhanced, 4K"
6434,Planetbase,http://planetbase.madrugaworks.com/,Madruga Works,Madruga Works,01 May 2017,"Xbox One, Xbox Series X|S","Simulation, Management",,ID@Xbox,Digital only,652MB,100-120 hours,Official site,
5035,Plants vs. Zombies Garden Warfare,http://www.pvzgardenwarfare.com/,Electronic Arts,PopCap Games,25 February 2014,"Xbox One, Xbox Series X|S",Third Person Shooter,Kinect Enabled,"EA Play, Xbox Game Pass",Physical and Digital,17.50GB,40-50 hours (excludes DLC packs),Official site,
5858,Plants vs. Zombies Garden Warfare 2,https://www.pvzgw2.com/,Electronic Arts,PopCap Games,25 February 2016,"Xbox One, Xbox Series X|S",Third Person Shooter,,"xCloud, EA Play, Xbox Game Pass",Physical and Digital,29.84GB,40-50 hours (excludes DLC packs),Official site,
7975,Plants vs. Zombies: Battle for Neighborville,https://www.ea.com/games/plants-vs-zombies/plants-vs-zombies-battle-for-neighborville,Electronic Arts,"EA Vancouver, PopCap Games",18 October 2019,"Xbox One, Xbox Series X|S",Third Person Shooter,,"xCloud, EA Play, Xbox Game Pass",Physical and Digital,30.28GB,200+ hours,Official site,"Xbox One X Enhanced, 4K, HDR"
-2818,PlataGO! Super Platform Game Maker,https://www.ea.com/games/plants-vs-zombies/plants-vs-zombies-battle-for-neighborville,,,,,,,,,,,,
-3680,Playerless: One Button Adventure,https://www.ea.com/games/plants-vs-zombies/plants-vs-zombies-battle-for-neighborville,,,,,,,,,,,,
7537,"Please, Don't Touch Anything",,ForwardXP,Four Quarters,08 February 2019,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,640MB,3-4 hours,,"Xbox One X Enhanced, 4K"
6496,Plutobi: The Dwarf Planet Tales,,XINESS Games,Xayin7,01 June 2017,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,555MB,,,
5408,Pneuma: Breath of Life,,Bulkhead Interactive,Bulkhead Interactive,27 February 2015,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,10.47GB,2-3 hours,,
6368,Poi,http://www.polykidgames.com/,PolyKid,PolyKid,01 March 2017,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,1.10GB,12-15 hours,Official site,
8980,Poker Club,https://www.pokerclubgame.com/,Ripstone,Ripstone,19 November 2020,"Xbox One, Xbox Series X|S","Card & Board, Casino",,ID@Xbox,Digital only,7.20GB,150-200 hours,Official site,"Smart Delivery, Optimized for Series X|S, 4K, Cross-Play, HDR"
8080,Police Chase,,Toplitz Productions,Caipirinha Games,29 October 2019,"Xbox One, Xbox Series X|S","Automobile, Open World",,,Digital only,2.51GB,4-5 hours,,"Xbox One X Enhanced, 4K"
9541,Police Stories,https://hypetraindigital.com/police-stories/,HypeTrain Digital,Mighty Morgan,09 July 2021,Xbox One,Action,,,Digital only,436MB,,Official site,
5694,Polychromatic,http://brushfiregames.com/polychromatic/,Brushfire Games,Brushfire Games,02 October 2015,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,177MB,6-8 hours,Official site,
7237,Polygod,http://kraftedgames.com/polygod/,Krafted Games,Krafted Games,17 August 2018,"Xbox One, Xbox Series X|S","Roguelite, First Person Shooter",,ID@Xbox,Digital only,1.02GB,,Official site,
8546,PONG Quest,https://www.atari.com/games/pong-quest/,Atari,Chequered Ink,29 May 2020,"Xbox One, Xbox Series X|S","Role Playing, Dungeon Crawler",,,Digital only,377MB,,Official site,"Xbox One X Enhanced, 4K"
9057,Ponpu,http://purpletreestudio.com/slideshow17.html,Zordix,Purple Tree Studio,02 December 2020,"Xbox One, Xbox Series X|S",Action,,,Digital only,1.97GB,,Official site,
-2817,Pool Elite,http://poolelitegame.com/,,,,,,,,,,,Official site,
5448,Pool Nation FX,http://www.cherrypopgames.com/games/poolnationfx,Cherry Pop Games,Cherry Pop Games,01 April 2015,"Xbox One, Xbox Series X|S","Sports, Cue Sports",,ID@Xbox,Digital only,2.75GB,40-50 hours,Official site,
8738,Port Royale 4,https://www.kalypsomedia.com/us/port-royale-4-standard-edition,Kalypso Media,Gaming Minds,25 September 2020,"Xbox One, Xbox Series X|S","Simulation, Strategy, Management",,,Physical and Digital,6.00GB,,Official site,"Smart Delivery, Optimized for Series X|S, 4K, HDR"
6436,Portal Knights,https://505games.com/games/portal-knights/,505 Games,keen games,23 May 2017,"Xbox One, Xbox Series X|S","Action-RPG, Role Playing",,,Physical and Digital,7.78GB,60-80 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, 4K"
9270,Portal of Evil: Stolen Runes,,8Floor,8Floor,05 March 2021,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,ID@Xbox,Digital only,2.80GB,4-5 hours,,
-2713,Positron,http://positrongame.com/,,,,,,,ID@Xbox,,,,Official site,
7930,Post War Dreams,,KISS,Pulsetense Games,04 September 2019,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,9.48GB,1-2 hours,,
8486,Potata: fairy flower,,Sometimes You,Potata Company,13 May 2020,"Xbox One, Xbox Series X|S","Puzzle, Platformer",,ID@Xbox,Digital only,2.29GB,4-5 hours,,Xbox One X Enhanced
7639,Power Rangers: Battle for the Grid,https://battleforthegrid.com/,nWay,nWay,26 March 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Fighting,64-Bit,"ID@Xbox, xCloud, Xbox Game Pass, Xbox Game Pass for PC",Physical and Digital,2.38GB,200+ hours,Official site,"Xbox Play Anywhere, Cross-Play"
4940,Powerstar Golf,,Xbox Game Studios,Zoë Mode,22 November 2013,"Xbox One, Xbox Series X|S","Sports, Golf",,,Digital only,4.10GB,80-100 hours (excludes DLC packs),,
8544,Praetorians - HD Remaster,https://www.kalypsomedia.com/praetorians-hd-remaster,Kalypso Media,"Torus Games, Pyro Studios",18 September 2020,"Xbox One, Xbox Series X|S","Strategy, Real Time",,,Physical and Digital,1.80GB,,Official site,
10194,Praey for the Gods,https://www.praeyforthegods.com/,No Matter Studios,No Matter Studios,14 December 2021,"Xbox One, Xbox Series X|S",Action-Adventure,,ID@Xbox,Digital only,3.06GB,,Official site,
8693,Prehistoric Dude,https://www.ratalaikagames.com/games/prehistoricdude.php,Ratalaika Games,lightUP,12 August 2020,"Xbox One, Xbox Series X|S","Metroidvania, Platformer",,ID@Xbox,Digital only,164MB,0-1 hour,Official site,
6907,Premium Pool Arena,http://iceflake.com/#pool,Nacon,Iceflake Studios,20 February 2018,"Xbox One, Xbox Series X|S","Sports, Cue Sports",,,Digital only,563MB,,Official site,
6553,Pressure Overdrive,http://www.chasing-carrots.com/pressure-overdrive/,Chasing Carrots,Chasing Carrots,26 July 2017,"Xbox One, Xbox Series X|S","Automobile, Vehicular Combat, Shoot 'em up",,ID@Xbox,Digital only,1.09GB,,Official site,
6459,Prey,https://prey.bethesda.net/,Bethesda Softworks,Arkane Studios,05 May 2017,"Xbox One, Xbox Series X|S",First Person Shooter,,"xCloud, Xbox Game Pass",Physical and Digital,37.77GB,50-60 hours (excludes DLC packs),Official site,Xbox One X Enhanced
7474,Prey: Typhon Hunter,https://prey.bethesda.net/dlc/,Bethesda Softworks,Arkane Studios,11 December 2018,"Xbox One, Xbox Series X|S",First Person Shooter,,,Digital only,3.79GB,6-8 hours,Official site,
-4499,Prince of Persia: The Sands of Time Remake,https://www.ubisoft.com/en-us/game/prince-of-persia/sands-of-time-remake,,,,,,,,,,,Official site,
-4915,Princess Farmer,https://whitethorndigital.com/princess-farmer,,,,,,,,,,,Official site,
9937,Princess.Loot.Pixel.Again,,Big Way Games,Synthetic Domain,20 October 2021,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,204MB,,,
6007,Prison Architect: Xbox One Edition,https://www.prisonarchitect.com/,"Double Eleven, Paradox Interactive","Introversion Software, Double Eleven",01 July 2016,"Xbox One, Xbox Series X|S","Simulation, Management",,ID@Xbox,Physical and Digital,349MB,40-50 hours (excludes DLC packs),Official site,
5299,Pro Evolution Soccer 2015,https://www.konami.com/games/eu/en/products/pes2015/,Konami Digital Entertainment,Konami Digital Entertainment,11 November 2014,"Xbox One, Xbox Series X|S","Sports, Football",,,Physical and Digital,22.20GB,60-80 hours,Official site,
5664,Pro Evolution Soccer 2016,https://www.konami.com/games/eu/en/products/pes2016/,Konami Digital Entertainment,Konami Digital Entertainment,15 September 2015,"Xbox One, Xbox Series X|S","Sports, Football",,,Physical and Digital,21.89GB,,Official site,
6130,Pro Evolution Soccer 2017,https://www.konami.com/wepes/2017/,Konami Digital Entertainment,Konami Digital Entertainment,13 September 2016,"Xbox One, Xbox Series X|S","Sports, Football",,,Physical and Digital,19.09GB,,Official site,
6653,Pro Evolution Soccer 2018,https://www.konami.com/wepes/2018/,Konami Digital Entertainment,Konami Digital Entertainment,14 September 2017,"Xbox One, Xbox Series X|S","Sports, Football",,,Physical and Digital,25.75GB,,Official site,Xbox One X Enhanced
7255,Pro Evolution Soccer 2019,https://www.konami.com/wepes/2019,Konami Digital Entertainment,Konami Digital Entertainment,28 August 2018,"Xbox One, Xbox Series X|S","Sports, Football",,,Physical and Digital,29.79GB,35-40 hours,Official site,"Xbox One X Enhanced, 4K, HDR"
7418,Pro Fishing Simulator,,Nacon,Sanuk Games,05 February 2019,"Xbox One, Xbox Series X|S","Sports, Fishing",,,Physical and Digital,6.65GB,,,
-4208,Prodeus,https://www.prodeusgame.com/website/index.php,,,,,,,,,,,Official site,
5985,Professional Farmer 2017,http://professional-farmer.com/,UIG Entertainment,Visual Imagination Software,10 June 2016,"Xbox One, Xbox Series X|S","Simulation, Management",,,Physical and Digital,4.31GB,1-2 hours,Official site,
8500,Professional Farmer: American Dream,,Toplitz Productions,UIG Entertainment,06 May 2020,"Xbox One, Xbox Series X|S",Simulation,,ID@Xbox,Digital only,3.72GB,,,
8969,Professor Rubik's Brain Fitness,https://www.microids.com/game-rubiks/,Microids,Magic Pockets,24 November 2020,"Xbox One, Xbox Series X|S",Educational & Trivia,,,Physical and Digital,264MB,,Official site,
5464,Project CARS,http://www.projectcarsgame.com/,Electronic Arts,Slightly Mad Studios,12 May 2015,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing",,,Physical and Digital,24.60GB,80-100 hours,Official site,
6679,Project CARS 2,http://www.projectcarsgame.com/,Bandai Namco Entertainment,Slightly Mad Studios,22 September 2017,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing",,,Physical and Digital,49.44GB,40-50 hours,Official site,"Xbox One X Enhanced, HDR"
8768,Project CARS 3,https://www.projectcarsgame.com/three/,Bandai Namco Entertainment,Slightly Mad Studios,28 August 2020,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing",,,Physical and Digital,36.00GB,40-50 hours (excludes DLC packs),Official site,
-4796,Project Fireflies,https://www.projectcarsgame.com/three/,,,,,,,,,,,,
7239,Project Highrise: Architect's Edition,https://www.kasedogames.com/projecthighrise,Kalypso Media,SomaSim,13 November 2018,"Xbox One, Xbox Series X|S","Simulation, Management",,,Physical and Digital,772MB,25-30 hours,Official site,
-3452,Project Monolith,https://www.kasedogames.com/projecthighrise,,,,,,,,,,,,
5451,Project Root,http://www.opqam.com/,Reverb Publishing,OPQAM,28 April 2015,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,786MB,15-20 hours,Official site,
5898,Project Root (JP),http://www.opqam.com/project-root.html,CrossFunction,OPQAM,25 March 2016,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,922MB,,Official site,
5256,Project Spark,http://www.projectspark.com/,Xbox Game Studios,Team Dakota,07 October 2014,"Xbox One, Xbox Series X|S",Sandbox,Kinect Enabled,,Physical and Digital,2.43GB,200+ hours (excludes DLC packs),Official site,
8288,Project Starship,https://www.eastasiasoft.com/games/Project-Starship,eastasiasoft,Panda Indie Studio,12 February 2020,"Xbox One, Xbox Series X|S",Shoot 'em up,,,Digital only,207MB,0-1 hour,Official site,
9128,Project Starship X,https://www.eastasiasoft.com/games/Project-Starship-X,eastasiasoft,Panda Indie Studio,27 January 2021,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,1.29GB,0-1 hour,Official site,
8534,Project Warlock,http://gaming-company.com/projectwarlock.html,Crunching Koalas,"Crunching Koalas, Buckshot Software",12 June 2020,"Xbox One, Xbox Series X|S",First Person Shooter,,ID@Xbox,Digital only,2.41GB,12-15 hours,Official site,
10036,Project Wingman,https://www.humblegames.com/games/projectwingman/,Humble Games,Sector D2,28 July 2021,"Xbox One, Xbox Series X|S","Aerial, Vehicular Combat",,"ID@Xbox, xCloud, Xbox Game Pass",Digital only,5.32GB,,Official site,
9165,Project Winter,https://projectwinter.co/,Other Ocean Interactive,Other Ocean Interactive,04 February 2021,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Survival, Party",64-Bit,"ID@Xbox, xCloud, Xbox Game Pass, Xbox Game Pass for PC",Digital only,2.29GB,20-25 hours (excludes DLC packs),Official site,"Xbox Play Anywhere, Cross-Play, xCloud Touch Controls"
8790,Projection: First Light,https://www.blowfishstudios.com/game/projection,Blowfish Studios,Shadowplay Studios,29 September 2020,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,919MB,8-10 hours,Official site,"Xbox One X Enhanced, 4K, HDR"
9418,Promesa,https://www.julian-pg.com/promesa.html,Fantastico Studio,Julián Palacios Gechtman,28 May 2021,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,1.83GB,0-1 hour,Official site,"Xbox One X Enhanced, 4K"
6076,Prominence Poker,http://www.prominencepoker.com/,505 Games,Pipeworks,16 August 2016,"Xbox One, Xbox Series X|S","Card & Board, Casino",,,Digital only,7.56GB,200+ hours (excludes DLC packs),Official site,
-5265,Pronty: Fishy Adventure,http://www.prominencepoker.com/,,,,,,,,,,,,
9377,Protocol,http://fairgames.studio/protocol/,Samustai,Fair Games,30 April 2021,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,2.91GB,,Official site,
5554,Prototype,http://www.prototypegame.com/,Activision,Radical Entertainment,14 July 2015,"Xbox One, Xbox Series X|S","Open World, Hack & Slash",,,Physical and Digital,7.38GB,40-50 hours,Official site,
5553,Prototype 2,http://www.prototypegame.com/,Activision,Radical Entertainment,14 July 2015,"Xbox One, Xbox Series X|S","Open World, Hack & Slash",,,Physical and Digital,10.22GB,15-20 hours,Official site,
9792,Psychonauts 2,https://www.doublefine.com/games/psychonauts-2,Xbox Game Studios,Double Fine,25 August 2021,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Action-Adventure,64-Bit,"xCloud, Xbox Game Pass, Xbox Game Pass for PC",Digital only,29.33GB,25-30 hours,Official site,"Xbox Play Anywhere, Smart Delivery, Optimized for Series X|S, 4K, xCloud Touch Controls, HDR"
5506,Psycho-Pass: Mandatory Happiness,http://psycho-pass-game.jp/en/index.html,5pb.,MAGES.,28 May 2015,"Xbox One, Xbox Series X|S",Visual Novel,Kinect Enabled,,Physical and Digital,2.07GB,35-40 hours,Official site,
7281,PUBG: Battlegrounds,https://www.playbattlegrounds.com/main.pu,KRAFTON,KRAFTON,04 September 2018,"Xbox One, Xbox Series X|S","Battle Royale, First Person Shooter, Third Person Shooter",,"Xbox Insider, xCloud, Xbox Game Pass",Physical and Digital,18.11GB,200+ hours,Official site,"Xbox One X Enhanced, 4K, HDR"
10039,"Pukan, Bye-Bye!",https://chilidoginteractive.com/game/pukan-bye-bye,ChiliDog Interactive,Artalasky,04 November 2021,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,344MB,0-1 hour,Official site,
5667,Pumped BMX +,https://curvegames.com/our-games/pumped-bmx/,Curve Games,Yeah Us!,18 September 2015,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,513MB,20-25 hours,Official site,
7564,Pumped BMX Pro,https://curvegames.com/our-games/pumped-bmx-pro/,Curve Games,Yeah Us!,07 February 2019,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,2.87GB,15-20 hours,Official site,
8884,Pumpkin Jack,https://www.pumpkin-jack.com/,Headup Games,"Nicolas Meyssonnier, Massive Miniteam",23 October 2020,"Xbox One, Xbox Series X|S",Action-Adventure,,ID@Xbox,Digital only,2.40GB,6-8 hours,Official site,"Xbox One X Enhanced, Optimized for Series X|S, 4K, HDR"
