gameid,name,web,publisher,developer,release,platform,genre,hardware,notes,medium,size,completion est,links,features
6397,Punch Club,http://www.tinybuild.com/punchclub,tinyBuild,Lazy Bear Games,30 March 2017,"Xbox One, Xbox Series X|S",Management,,ID@Xbox,Digital only,463MB,20-25 hours,Official site,
-5031,Pupperazzi,https://sundaemonth.com/pupperazzi,,,,,,,"ID@Xbox, Xbox Game Pass, Xbox Game Pass for PC",,,,Official site,
6120,Pure Chess,http://www.purechess.com/,Ripstone,VooFoo Studios,09 September 2016,"Xbox One, Xbox Series X|S","Strategy, Turn Based, Card & Board",,ID@Xbox,Digital only,489MB,15-20 hours,Official site,
6957,Pure Farming 2018,http://purefarminggame.com/,Techland,Ice Flames,13 March 2018,"Xbox One, Xbox Series X|S",Simulation,,,Physical and Digital,4.59GB,35-40 hours,Official site,
5621,Pure Hold'em,http://voofoo.games/game/pure-holdem/,Ripstone,VooFoo Studios,21 August 2015,"Xbox One, Xbox Series X|S","Card & Board, Casino",,ID@Xbox,Digital only,989MB,200+ hours,Official site,
5308,Pure Pool,http://voofoo.games/game/pure-pool/,Ripstone,VooFoo Studios,14 November 2014,"Xbox One, Xbox Series X|S","Sports, Cue Sports",,ID@Xbox,Digital only,689MB,200+ hours (excludes DLC packs),Official site,
7669,Purple Chicken Spaceman,http://www.holmadegames.com/pcs.html,Holmade Games,Holmade Games,03 May 2019,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,581MB,3-4 hours,Official site,
8483,Pushy and Pully in Blockland,http://www.pushyandpully.com/,Resistance Studio,Resistance Studio,05 May 2020,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,326MB,2-3 hours,Official site,
9119,PUSS!,https://www.pussthegame.com/,Samustai,teamCOIL,19 February 2021,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,800MB,,Official site,
7717,Puyo Puyo Champions,http://puyo.sega.com/champions/,SEGA,Sonic Team,07 May 2019,"Xbox One, Xbox Series X|S",Puzzle,,,Digital only,1.41GB,50-60 hours (excludes DLC packs),Official site,
5292,Puyo Puyo Tetris,http://puyo.sega.jp/puyopuyotetris/,SEGA,Sonic Team,04 December 2014,"Xbox One, Xbox Series X|S",Puzzle,,,Physical only,,40-50 hours,Official site,
9095,Puyo Puyo Tetris 2,https://puyo.sega.com/tetris2/,SEGA,SEGA,08 December 2020,"Xbox One, Xbox Series X|S",Puzzle,,,Physical and Digital,2.97GB,20-25 hours,Official site,"Smart Delivery, Optimized for Series X|S, Cross-Play"
5818,A Boy and His Blob,,Majesco,"WayForward Technologies, Abstraction Games, Imagineering",20 January 2016,"Xbox One, Xbox Series X|S","Puzzle, Platformer",,,Digital only,2.19GB,12-15 hours,,
9778,A Day Without Me,https://chilidoginteractive.com/game/day-without-me,ChiliDog Interactive,Gamecom Team,10 September 2021,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,676MB,0-1 hour,Official site,
-2681,A Duel Hand Disaster: Trackher,https://www.aduelhanddisaster.com/,,,,,,,ID@Xbox,,,,Official site,
8521,A Fold Apart,https://www.lightningrodgames.com/a-fold-apart/,Lightning Rod Games,Lightning Rod Games,19 May 2020,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,1.44GB,1-2 hours,Official site,
9813,A Gummy's Life,http://www.agummyslife.com/,EP Games,EP Games,24 September 2021,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,1.60GB,,Official site,"Optimized for Series X|S, 4K, Cross-Play"
6804,A Hat in Time,http://hatintime.com/,Humble Games,Gears for Breakfast,06 December 2017,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,5.05GB,15-20 hours (excludes DLC packs),Official site,
8734,A HERO AND A GARDEN,https://www.ratalaikagames.com/games/herogarden.php,Ratalaika Games,npckc,28 August 2020,"Xbox One, Xbox Series X|S",Visual Novel,,,Digital only,155MB,0-1 hour,Official site,
6506,A Hole New World,http://madgeargames.com/ahnw/,Dolores Entertainment,Mad Gear Games,09 June 2017,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,1.00GB,,Official site,
9924,A Juggler's Tale,https://ajugglerstale.com/,mixtvision Digital,Kaleidoscube,29 September 2021,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,1.60GB,1-2 hours,Official site,"Optimized for Series X|S, 4K"
6247,A King's Tale: Final Fantasy XV,http://finalfantasyxv.com/kingstale,Square Enix,Empty Clip Studios,29 November 2016,"Xbox One, Xbox Series X|S",Beat 'em up,,,Digital only,2.00GB,6-8 hours,Official site,
8050,A Knight's Quest,http://www.curve-digital.com/en-gb/games/detail/32/a-knights-quest/,Curve Games,Sky9 Games,11 October 2019,"Xbox One, Xbox Series X|S",Action-Adventure,,,Digital only,5.58GB,40-50 hours,Official site,
9457,A Little Lily Princess,https://www.hanakogames.com/allp.shtml,Ratalaika Games,"Hanako Games, Hanabira",28 May 2021,"Xbox One, Xbox Series X|S",Visual Novel,,ID@Xbox,Digital only,418MB,0-1 hour,Official site,"Smart Delivery, Optimized for Series X|S, 4K"
-5008,A Memoir Blue,,,,,,,,Xbox Game Pass,,,,,
-4680,A Musical Story,https://www.digerati.games/game/a-musical-story/,,,,,,,,,,,Official site,
6333,A Pixel Story,,Rising Star Games,Lamplight Studios,24 February 2017,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,1.47GB,,,
7728,A Plague Tale: Innocence,https://www.focus-home.com/en-us/games/a-plague-tale-innocence,"Focus Entertainment, Maximum Games",Asobo Studio,14 May 2019,"Xbox One, Xbox Series X|S","Action-Adventure, Stealth",,"xCloud, Xbox Game Pass",Physical and Digital,41.26GB,15-20 hours,Official site,"Xbox One X Enhanced, Smart Delivery, Optimized for Series X|S, HDR"
10006,A Pretty Odd Bunny,,2Awesome Studio,AJ Ordaz Games,10 November 2021,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,473MB,2-3 hours,,"Smart Delivery, Optimized for Series X|S, 4K"
-3640,A Purrtato Tail,http://purrtatotail.com/,,,,,,,,,,,Official site,
10089,A Short Hike,https://ashorthike.com/,Whippoorwill,Adam Robinson-Yu,16 November 2021,"Xbox One, Xbox Series X|S, Windows",Adventure,,ID@Xbox,Digital only,347MB,6-8 hours,Official site,"Xbox One X Enhanced, 4K"
8574,A Summer with the Shiba Inu,https://www.ratalaikagames.com/games/asummerwiththeshibainu.php,Ratalaika Games,Quill Studios,24 June 2020,"Xbox One, Xbox Series X|S",Visual Novel,,ID@Xbox,Digital only,565MB,0-1 hour,Official site,
-4911,A Tale Of Paper,https://www.ratalaikagames.com/games/asummerwiththeshibainu.php,,,,,,,,,,,,
6470,A Walk in the Dark,http://a-walk-in-the-dark.com/,Flying Turtle Software,Flying Turtle Software,19 May 2017,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Platformer,64-Bit,ID@Xbox,Digital only,546MB,6-8 hours,Official site,Xbox Play Anywhere
6954,A Way Out,https://www.ea.com/en-gb/games/a-way-out,Electronic Arts,Hazelight Studios,23 March 2018,"Xbox One, Xbox Series X|S",Action-Adventure,,"EA Play, Xbox Game Pass",Physical and Digital,17.44GB,6-8 hours,Official site,Xbox One X Enhanced
10144,A Western Drama,http://www.tribitstudio.com/#aWesternDrama,"IV Productions, Associazione Audiogames",TriBit Studio,01 December 2021,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,892MB,,Official site,
8020,A Winter's Daydream,,Sometimes You,ebi-hime,08 October 2019,"Xbox One, Xbox Series X|S",Visual Novel,,,Digital only,586MB,0-1 hour,,"Xbox One X Enhanced, 4K"
10153,A YEAR OF SPRINGS,,Ratalaika Games,npckc,09 December 2021,"Xbox One, Xbox Series X|S",Visual Novel,,ID@Xbox,Digital only,378MB,0-1 hour,,"Smart Delivery, Optimized for Series X|S, 4K"
6093,A.O.T. Wings of Freedom,http://www.koeitecmoamerica.com/attackontitan/,KOEI TECMO,Omega Force,30 August 2016,"Xbox One, Xbox Series X|S",Hack & Slash,,,Physical and Digital,18.30GB,120-150 hours,Official site,
6406,Aaero,http://www.madfellowsgames.com/,Reverb Publishing,Mad Fellows,11 April 2017,"Xbox One, Xbox Series X|S",Music,,ID@Xbox,Digital only,2.00GB,8-10 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, 4K"
5468,Aaru's Awakening,,Lumenox Games,Lumenox Games,22 April 2015,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,2.01GB,,,
6891,Abo Khashem,https://www.abokhashem.com/,Moving Dimensions,Moving Dimensions,23 February 2018,"Xbox One, Xbox Series X|S","Action-RPG, Role Playing, Platformer, Open World, Management",,ID@Xbox,Digital only,3.32GB,,Official site,
8222,Aborigenus,,Flying Islands Team,Flying Islands Team,17 December 2019,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,71MB,0-1 hour (excludes DLC packs),,
6589,Absolute Drift: Zen Edition,http://flippfly.com/absolutedrift/,Flippfly,Funselektor Labs,25 August 2017,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Automobile, Arcade Racing",64-Bit,ID@Xbox,Digital only,500MB,6-8 hours,Official site,
7511,Absolver,https://www.absolvergame.com/,Devolver Digital,Sloclap,07 January 2019,"Xbox One, Xbox Series X|S",Fighting,,ID@Xbox,Digital only,12.50GB,40-50 hours,Official site,"Xbox One X Enhanced, 4K"
-2759,Abstract Initiative,http://conceptequals.com/abstractinitiative.php,,,,,,,ID@Xbox,,,,Official site,
6730,Abyss: The Wraiths of Eden,https://www.artifexmundi.com/g/abyss-the-wraiths-of-eden/,Artifex Mundi,Artifex Mundi,20 October 2017,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,ID@Xbox,Digital only,1.17GB,5-6 hours,Official site,
6259,ABZÛ,http://www.abzugame.com/,505 Games,Giant Squid,06 December 2016,"Xbox One, Xbox Series X|S",Adventure,,,Physical and Digital,2.96GB,1-2 hours,Official site,
6532,ACA NEOGEO 2020 SUPER BASEBALL,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/superbaseball2020.htm,Hamster,"SNK, Hamster",29 June 2017,"Xbox One, Xbox Series X|S","Sports, Baseball",,,Digital only,205MB,2-3 hours,Official site,
7363,ACA NEOGEO 3 COUNT BOUT,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/3countbout.htm,Hamster,"SNK, Hamster",16 October 2018,"Xbox One, Xbox Series X|S","Sports, Wrestling",,,Digital only,234MB,1-2 hours,Official site,
6581,ACA NEOGEO AERO FIGHTERS 2,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/aerofighters2.htm,Hamster,"Video System, Hamster",03 August 2017,"Xbox One, Xbox Series X|S",Shoot 'em up,,,Digital only,204MB,0-1 hour,Official site,
6960,ACA NEOGEO AERO FIGHTERS 3,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/aerofighters3.htm,Hamster,"Video System, Hamster",15 March 2018,"Xbox One, Xbox Series X|S",Shoot 'em up,,,Digital only,213MB,0-1 hour,Official site,
7300,ACA NEOGEO AGGRESSORS OF DARK KOMBAT,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/tsukai_gangan.htm,Hamster,"ADK, Hamster",13 September 2018,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,215MB,1-2 hours,Official site,
6449,ACA NEOGEO ALPHA MISSION II,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/alphamissionii.htm,Hamster,"SNK, Hamster",27 April 2017,"Xbox One, Xbox Series X|S",Shoot 'em up,,,Digital only,193MB,1-2 hours,Official site,
6399,ACA NEOGEO ART OF FIGHTING,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/artoffighting.htm,Hamster,"SNK, Hamster",23 March 2017,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,579MB,1-2 hours,Official site,
6524,ACA NEOGEO ART OF FIGHTING 2,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/artoffighting2.htm,Hamster,"SNK, Hamster",22 June 2017,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,218MB,0-1 hour,Official site,
7187,ACA NEOGEO ART OF FIGHTING 3,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/ryuko3.htm,Hamster,"SNK, Hamster",26 July 2018,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,225MB,0-1 hour,Official site,
7640,ACA NEOGEO BASEBALL STARS 2,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/bs2.htm,Hamster,"SNK, Hamster",21 March 2019,"Xbox One, Xbox Series X|S","Sports, Baseball",,,Digital only,209MB,1-2 hours,Official site,
7047,ACA NEOGEO BASEBALL STARS PROFESSIONAL,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/bsp.htm,Hamster,"SNK, Hamster",17 May 2018,"Xbox One, Xbox Series X|S","Sports, Baseball",,,Digital only,200MB,1-2 hours,Official site,
6358,ACA NEOGEO BIG TOURNAMENT GOLF,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/golf.htm,Hamster,"Nazca, Hamster",23 February 2017,"Xbox One, Xbox Series X|S","Sports, Golf",,,Digital only,201MB,2-3 hours,Official site,
6894,ACA NEOGEO BLAZING STAR,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/blazingstar.htm,Hamster,"Yumekobo, Hamster",08 February 2018,"Xbox One, Xbox Series X|S",Shoot 'em up,,,Digital only,234MB,,Official site,
6650,ACA NEOGEO BLUE'S JOURNEY,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/raguy.htm,Hamster,"Alpha Denshi, Hamster",07 September 2017,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,197MB,0-1 hour,Official site,
6700,ACA NEOGEO BURNING FIGHT,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/burning.htm,Hamster,"SNK, Hamster",28 September 2017,"Xbox One, Xbox Series X|S",Beat 'em up,,,Digital only,195MB,1-2 hours,Official site,
7244,ACA NEOGEO CROSSED SWORDS,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/crossed_swords.htm,Hamster,"Alpha Denshi, Hamster",23 August 2018,"Xbox One, Xbox Series X|S",Action,,,Digital only,189MB,,Official site,
7458,ACA NEOGEO CYBER-LIP,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/cyber_lip.htm,Hamster,"SNK, Hamster",04 December 2018,"Xbox One, Xbox Series X|S",Run & Gun,,,Digital only,194MB,,Official site,
6400,ACA NEOGEO FATAL FURY,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/fatalfury.htm,Hamster,"SNK, Hamster",23 March 2017,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,213MB,1-2 hours,Official site,
6439,ACA NEOGEO FATAL FURY 2,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/fatalfury2.htm,Hamster,"SNK, Hamster",20 April 2017,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,344MB,0-1 hour,Official site,
6638,ACA NEOGEO FATAL FURY 3,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/fatalfury3.htm,Hamster,"SNK, Hamster",31 August 2017,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,233MB,0-1 hour,Official site,
6546,ACA NEOGEO FATAL FURY SPECIAL,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/fatalfury_sp.htm,Hamster,"SNK, Hamster",13 July 2017,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,216MB,1-2 hours,Official site,
7266,ACA NEOGEO FOOTBALL FRENZY,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/football_frenzy.htm,Hamster,"SNK, Hamster",30 August 2018,"Xbox One, Xbox Series X|S","Sports, American Football",,,Digital only,217MB,1-2 hours,Official site,
6420,ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/galaxyfight.htm,Hamster,"Sunsoft, Hamster",06 April 2017,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,650MB,0-1 hour,Official site,
7231,ACA NEOGEO GAROU: MARK OF THE WOLVES,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/garou-mow.htm,Hamster,"SNK, Hamster",16 August 2018,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,291MB,0-1 hour,Official site,
7013,ACA NEOGEO GHOST PILOTS,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/ghost_pilots.htm,Hamster,"SNK, Hamster",26 April 2018,"Xbox One, Xbox Series X|S",Shoot 'em up,,,Digital only,204MB,3-4 hours,Official site,
6995,ACA NEOGEO Gururin,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/gururin.htm,Hamster,"Face, Hamster",12 April 2018,"Xbox One, Xbox Series X|S",Puzzle,,,Digital only,212MB,1-2 hours,Official site,
6779,ACA NEOGEO KARNOV'S REVENGE,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/fhd.htm,Hamster,"Data East, Hamster",16 November 2017,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,204MB,1-2 hours,Official site,
6513,ACA NEOGEO KING OF THE MONSTERS,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/kom.htm,Hamster,"SNK, Hamster",08 June 2017,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,201MB,1-2 hours,Official site,
7429,ACA NEOGEO KING OF THE MONSTERS 2,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/kom2.htm,Hamster,"SNK, Hamster",22 November 2018,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,228MB,3-4 hours,Official site,
7515,ACA NEOGEO KIZUNA ENCOUNTER,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/fuunsupertagbattle.htm,Hamster,"SNK, Hamster",10 January 2019,"Xbox One, Xbox Series X|S",Fighting,,,Digital only,281MB,0-1 hour,Official site,
6456,ACA NEOGEO LAST RESORT,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/lastresort.htm,Hamster,"SNK, Hamster",02 May 2017,"Xbox One, Xbox Series X|S",Shoot 'em up,,,Digital only,396MB,1-2 hours,Official site,
7170,ACA NEOGEO LEAGUE BOWLING,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/league_bowling.htm,Hamster,"SNK, Hamster",19 July 2018,"Xbox One, Xbox Series X|S","Sports, Bowling",,,Digital only,189MB,1-2 hours,Official site,
6520,ACA NEOGEO MAGICAL DROP II,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/magicaldrop2.htm,Hamster,"Data East, Hamster",15 June 2017,"Xbox One, Xbox Series X|S",Puzzle,,,Digital only,211MB,0-1 hour,Official site,
6919,ACA NEOGEO MAGICAL DROP III,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/magicaldrop3.htm,Hamster,"Data East, Hamster",22 February 2018,"Xbox One, Xbox Series X|S",Puzzle,,,Digital only,226MB,0-1 hour,Official site,
6604,ACA NEOGEO MAGICIAN LORD,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/magician.htm,Hamster,"Alpha Denshi, Hamster",17 August 2017,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,201MB,1-2 hours,Official site,
6367,ACA NEOGEO METAL SLUG,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/metalslug.htm,Hamster,"Nazca, Hamster",01 March 2017,"Xbox One, Xbox Series X|S",Run & Gun,,,Digital only,227MB,1-2 hours,Official site,
6502,ACA NEOGEO METAL SLUG 2,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/metalslug2.htm,Hamster,"SNK, Hamster",01 June 2017,"Xbox One, Xbox Series X|S",Run & Gun,,,Digital only,236MB,1-2 hours,Official site,
6836,ACA NEOGEO METAL SLUG 3,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/metalslug3.htm,Hamster,"SNK, Hamster",21 December 2017,"Xbox One, Xbox Series X|S",Run & Gun,,,Digital only,270MB,3-4 hours,Official site,
7218,ACA NEOGEO METAL SLUG 4,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/metalslug4.htm,Hamster,"SNK, Hamster",09 August 2018,"Xbox One, Xbox Series X|S",Run & Gun,,,Digital only,264MB,5-6 hours,Official site,
7479,ACA NEOGEO METAL SLUG 5,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/metalslug5.htm,Hamster,"SNK, Hamster",13 December 2018,"Xbox One, Xbox Series X|S",Run & Gun,,,Digital only,279MB,1-2 hours,Official site,
6712,ACA NEOGEO METAL SLUG X,http://www.hamster.co.jp/american_hamster/arcadearchives/xboxone/metalslugX.htm,Hamster,"SNK, Hamster",05 October 2017,"Xbox One, Xbox Series X|S",Run & Gun,,,Digital only,260MB,2-3 hours,Official site,
